Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC Genotype x Time_120,HMDB0000067,Cholesterol,0.0236478488220683,0.0418817159586546,0.57652052465147,,Interaction,-0.0584403144568946,0.105736012101031
HC Genotype x Time_235,HMDB0000067,Cholesterol,0.0851389039696488,0.0418817159586546,0.0510008455954139,,Interaction,0.00305074069068588,0.167227067248612
HC Genotype x Time_(joint),HMDB0000067,Cholesterol,,,,0.128106811458554,Interaction,,
HC Genotype x Time_120,HMDB0029220,LPC 26:1/0:0,0.0674249855062879,0.052957686406261,0.212729805026987,,Interaction,-0.0363720798499836,0.171222050862559
HC Genotype x Time_235,HMDB0029220,LPC 26:1/0:0,0.10557674997576,0.052957686406261,0.0553563480619853,,Interaction,0.00177968461948858,0.209373815332032
HC Genotype x Time_(joint),HMDB0029220,LPC 26:1/0:0,,,,0.14792092415538,Interaction,,
HC Genotype x Time_120,HMDB0007903,PC 30:2,-0.0562160481327947,0.157633666680622,0.723868991271709,,Interaction,-0.365178034826814,0.252745938561224
HC Genotype x Time_235,HMDB0007903,PC 30:2,-0.0383230405794146,0.157633666680622,0.809571304897104,,Interaction,-0.347285027273434,0.270638946114605
HC Genotype x Time_(joint),HMDB0007903,PC 30:2,,,,0.935902823855521,Interaction,,
HC Genotype x Time_120,HMDB0240677,SM 33:2;O2_A,0.00914708405156131,0.0327800415279741,0.782125490935487,,Interaction,-0.055101797343268,0.0733959654463906
HC Genotype x Time_235,HMDB0240677,SM 33:2;O2_A,0.0700148010639952,0.0327800415279741,0.0409658594013851,,Interaction,0.00576591966916587,0.134263682458824
HC Genotype x Time_(joint),HMDB0240677,SM 33:2;O2_A,,,,0.0838037824706818,Interaction,,
HC Genotype x Time_120,HMDB0007866,PC 28:0,-0.000412970940215285,0.0978005649862539,0.996658831292292,,Interaction,-0.192102078313273,0.191276136432842
HC Genotype x Time_235,HMDB0007866,PC 28:0,0.0878375401168968,0.0978005649862539,0.376268638851246,,Interaction,-0.103851567256161,0.279526647489954
HC Genotype x Time_(joint),HMDB0007866,PC 28:0,,,,0.588137613355011,Interaction,,
HC Genotype x Time_120,HMDB0007875,PC 32:3,-0.00821186224689671,0.0583485632114701,0.889017646738062,,Interaction,-0.122575046141378,0.106151321647585
HC Genotype x Time_235,HMDB0007875,PC 32:3,0.0941601090133693,0.0583485632114701,0.117052209492704,,Interaction,-0.020203074881112,0.208523292907851
HC Genotype x Time_(joint),HMDB0007875,PC 32:3,,,,0.167024733066269,Interaction,,
HC Genotype x Time_120,HMDB0001492,gamma-Tocopherol,-0.0302214226060582,0.0478629064328067,0.532550324167477,,Interaction,-0.124032719214359,0.0635898740022429
HC Genotype x Time_235,HMDB0001492,gamma-Tocopherol,-0.0191412655824075,0.0478629064328067,0.692049843338854,,Interaction,-0.112952562190709,0.0746700310258936
HC Genotype x Time_(joint),HMDB0001492,gamma-Tocopherol,,,,0.816527074063833,Interaction,,
HC Genotype x Time_120,HMDB0011588,MG 24:0,0.0345663388710251,0.0691732748523935,0.620927186671783,,Interaction,-0.101013279839666,0.170145957581716
HC Genotype x Time_235,HMDB0011588,MG 24:0,0.0654179152855339,0.0691732748523935,0.351851448726152,,Interaction,-0.0701617034251574,0.200997533996225
HC Genotype x Time_(joint),HMDB0011588,MG 24:0,,,,0.64331871280862,Interaction,,
HC Genotype x Time_120,HMDB0012097,SM 32:1;O2,0.0315603758331428,0.0292647666621027,0.289431406298909,,Interaction,-0.0257985668245785,0.0889193184908642
HC Genotype x Time_235,HMDB0012097,SM 32:1;O2,0.0704244182351096,0.0292647666621027,0.0224728643099775,,Interaction,0.0130654755773883,0.127783360892831
HC Genotype x Time_(joint),HMDB0012097,SM 32:1;O2,,,,0.0702144628052524,Interaction,,
HC Genotype x Time_120,HMDB0007916,PC 34:5,0.0396217106050928,0.0409201557651547,0.340651989541017,,Interaction,-0.0405817946946105,0.119825215904796
HC Genotype x Time_235,HMDB0007916,PC 34:5,0.0396641674301305,0.0409201557651547,0.340142703100953,,Interaction,-0.0405393378695728,0.119867672729834
HC Genotype x Time_(joint),HMDB0007916,PC 34:5,,,,0.54172215944727,Interaction,,
HC Genotype x Time_120,HMDB0007870,PC 30:1,0.030450081754912,0.0593939287082874,0.61192961116213,,Interaction,-0.0859620185133313,0.146862182023155
HC Genotype x Time_235,HMDB0007870,PC 30:1,0.117292125116535,0.0593939287082874,0.0575550427451966,,Interaction,0.00088002484829211,0.233704225384779
HC Genotype x Time_(joint),HMDB0007870,PC 30:1,,,,0.140072489183607,Interaction,,
HC Genotype x Time_120,HMDB0240613,SM 34:2;O2,0.0156025993646307,0.0263980286902872,0.558913091917358,,Interaction,-0.0361375368683322,0.0673427355975936
HC Genotype x Time_235,HMDB0240613,SM 34:2;O2,0.0486266535370573,0.0263980286902872,0.0753718997090747,,Interaction,-0.00311348269590556,0.10036678977002
HC Genotype x Time_(joint),HMDB0240613,SM 34:2;O2,,,,0.187799028201735,Interaction,,
HC Genotype x Time_120,HMDB0012085,SM 32:0;O2,0.0322091918562602,0.0245161264532304,0.198873449836425,,Interaction,-0.0158424159920714,0.0802607997045918
HC Genotype x Time_235,HMDB0012085,SM 32:0;O2,0.0410284505230963,0.0245161264532304,0.104620477793799,,Interaction,-0.00702315732523533,0.0890800583714279
HC Genotype x Time_(joint),HMDB0012085,SM 32:0;O2,,,,0.228344065676811,Interaction,,
HC Genotype x Time_120,HMDB0001893,alpha-Tocopherol,0.020094612727347,0.0296664385901809,0.503373302829695,,Interaction,-0.0380516069094075,0.0782408323641015
HC Genotype x Time_235,HMDB0001893,alpha-Tocopherol,0.0602150599263779,0.0296664385901809,0.0513342158354192,,Interaction,0.0020688402896234,0.118361279563132
HC Genotype x Time_(joint),HMDB0001893,alpha-Tocopherol,,,,0.135762580256098,Interaction,,
HC Genotype x Time_120,HMDB0007932,PC 29:0,-0.0297526836485913,0.0808255219093971,0.715375914227649,,Interaction,-0.188170706591009,0.128665339293827
HC Genotype x Time_235,HMDB0007932,PC 29:0,0.00455882082097453,0.0808255219093971,0.955394570279586,,Interaction,-0.153859202121444,0.162976843763393
HC Genotype x Time_(joint),HMDB0007932,PC 29:0,,,,0.899492660722686,Interaction,,
HC Genotype x Time_120,HMDB0000094,Citric and,-0.022625660879858,0.063552468405512,0.724320468803995,,Interaction,-0.147188498954662,0.101937177194946
HC Genotype x Time_235,HMDB0000094,Citric and,-0.10979492660049,0.063552468405512,0.0943384186099383,,Interaction,-0.234357764675294,0.0147679114743133
HC Genotype x Time_(joint),HMDB0000094,Citric and,,,,0.206339031931861,Interaction,,
HC Genotype x Time_120,HMDB0029205,LPC 26:0/0:0,0.053161695142454,0.041930781000196,0.214605743582582,,Interaction,-0.0290226356179302,0.135346025902838
HC Genotype x Time_235,HMDB0029205,LPC 26:0/0:0,0.114911393994587,0.041930781000196,0.0102328749175297,,Interaction,0.0327270632342025,0.197095724754971
HC Genotype x Time_(joint),HMDB0029205,LPC 26:0/0:0,,,,0.0348436624807558,Interaction,,
HC Genotype x Time_120,HMDB0006750,Hex2Cer 34:1;O2,0.0342605426484821,0.0297577994922379,0.258697045983149,,Interaction,-0.0240647443563041,0.0925858296532683
HC Genotype x Time_235,HMDB0006750,Hex2Cer 34:1;O2,0.062703654822624,0.0297577994922379,0.0435734208564524,,Interaction,0.00437836781783778,0.12102894182741
HC Genotype x Time_(joint),HMDB0006750,Hex2Cer 34:1;O2,,,,0.125447014764633,Interaction,,
HC Genotype x Time_120,HMDB0007883,PC 34:4,-0.000131572652866339,0.033392331581941,0.996882264012207,,Interaction,-0.0655805425534707,0.065317397247738
HC Genotype x Time_235,HMDB0007883,PC 34:4,0.0408314900075887,0.033392331581941,0.230932088501355,,Interaction,-0.0246174798930157,0.106280459908193
HC Genotype x Time_(joint),HMDB0007883,PC 34:4,,,,0.379806342231413,Interaction,,
HC Genotype x Time_120,HMDB0007041,DG 30:2,0.22242770329724,0.219408609925298,0.318804018861647,,Interaction,-0.207613172156344,0.652468578750824
HC Genotype x Time_235,HMDB0007041,DG 30:2,0.485564328756828,0.219408609925298,0.0346441199801589,,Interaction,0.0555234533032436,0.915605204210412
HC Genotype x Time_(joint),HMDB0007041,DG 30:2,,,,0.10297637476311,Interaction,,
HC Genotype x Time_120,HMDB0004971,HexCer 34:1;O2,0.0439158812709343,0.0438846542333588,0.324970037663182,,Interaction,-0.0420980410264489,0.129929803568317
HC Genotype x Time_235,HMDB0004971,HexCer 34:1;O2,0.0300675233296026,0.0438846542333588,0.498510126498981,,Interaction,-0.0559463989677806,0.116081445626986
HC Genotype x Time_(joint),HMDB0004971,HexCer 34:1;O2,,,,0.597769347400851,Interaction,,
HC Genotype x Time_120,HMDB0007936,PC 31:1,0.0165889408843341,0.0448637576995838,0.714156866170485,,Interaction,-0.0713440242068502,0.104521905975518
HC Genotype x Time_235,HMDB0007936,PC 31:1,0.0924678577459514,0.0448637576995838,0.0480553854178625,,Interaction,0.0045348926547672,0.180400822837136
HC Genotype x Time_(joint),HMDB0007936,PC 31:1,,,,0.106530574167408,Interaction,,
HC Genotype x Time_120,HMDB0008511,PC 40:10,-0.0111543633369433,0.0321534629150215,0.731080568680824,,Interaction,-0.0741751506503854,0.0518664239764988
HC Genotype x Time_235,HMDB0008511,PC 40:10,0.0479224352056194,0.0321534629150215,0.14655174082334,,Interaction,-0.0150983521078228,0.110943222519062
HC Genotype x Time_(joint),HMDB0008511,PC 40:10,,,,0.166270583122112,Interaction,,
HC Genotype x Time_120,HMDB0007869,PC 30:0,0.0153902972010841,0.0434431261245019,0.72561973605302,,Interaction,-0.0697582300029395,0.100538824405108
HC Genotype x Time_235,HMDB0007869,PC 30:0,0.0573373887823093,0.0434431261245019,0.196876290890712,,Interaction,-0.0278111384217143,0.142485915986333
HC Genotype x Time_(joint),HMDB0007869,PC 30:0,,,,0.40439183651726,Interaction,,
HC Genotype x Time_120,HMDB0008006,PC 34:3,0.00617237640120791,0.0314303874601026,0.845635127114801,,Interaction,-0.0554311830205932,0.067775935823009
HC Genotype x Time_235,HMDB0008006,PC 34:3,0.0434180110915943,0.0314303874601026,0.177358146819217,,Interaction,-0.0181855483302067,0.105021570513395
HC Genotype x Time_(joint),HMDB0008006,PC 34:3,,,,0.340479433784569,Interaction,,
HC Genotype x Time_120,HMDB0007940,PC 33:2,-0.000595057807151745,0.0284066848437839,0.983425997696339,,Interaction,-0.0562721601009683,0.0550820444866648
HC Genotype x Time_235,HMDB0007940,PC 33:2,0.0430984928860688,0.0284066848437839,0.139685530728331,,Interaction,-0.0125786094077477,0.0987755951798853
HC Genotype x Time_(joint),HMDB0007940,PC 33:2,,,,0.227515330301874,Interaction,,
HC Genotype x Time_120,HMDB0002329,Oxalic acid,-0.304797286602146,0.314697211232563,0.340518124921596,,Interaction,-0.92160382061797,0.312009247413677
HC Genotype x Time_235,HMDB0002329,Oxalic acid,-0.346363241387458,0.314697211232563,0.27981358850969,,Interaction,-0.963169775403282,0.270443292628366
HC Genotype x Time_(joint),HMDB0002329,Oxalic acid,,,,0.493888534999125,Interaction,,
HC Genotype x Time_120,HMDB0008428,PC 35:4,0.00405938884527249,0.0325372540587692,0.901544817953445,,Interaction,-0.059713629109915,0.06783240680046
HC Genotype x Time_235,HMDB0008428,PC 35:4,0.0792239369133587,0.0325372540587692,0.0210575357256557,,Interaction,0.0154509189581712,0.142996954868546
HC Genotype x Time_(joint),HMDB0008428,PC 35:4,,,,0.0348971552558103,Interaction,,
HC Genotype x Time_120,HMDB0007983,PC 36:4_A,-0.0125668696262034,0.0344564279891676,0.717880619434697,,Interaction,-0.0801014684849719,0.0549677292325651
HC Genotype x Time_235,HMDB0007983,PC 36:4_A,0.00749929473979292,0.0344564279891676,0.829178723487017,,Interaction,-0.0600353041189756,0.0750338935985614
HC Genotype x Time_(joint),HMDB0007983,PC 36:4_A,,,,0.841822110729934,Interaction,,
HC Genotype x Time_120,HMDB0007873,PC 32:1,0.0291405378050368,0.03860113823887,0.456186557963643,,Interaction,-0.0465176931431484,0.104798768753222
HC Genotype x Time_235,HMDB0007873,PC 32:1,0.0982530209124896,0.03860113823887,0.0162961637876942,,Interaction,0.0225947899643044,0.173911251860675
HC Genotype x Time_(joint),HMDB0007873,PC 32:1,,,,0.0459938004939913,Interaction,,
HC Genotype x Time_120,HMDB0011745,N-Acetylmethionine,0.0224797499433428,0.0536181698511916,0.678015877896353,,Interaction,-0.0826118629649927,0.127571362851678
HC Genotype x Time_235,HMDB0011745,N-Acetylmethionine,0.0152230958599908,0.0536181698511916,0.778424553605095,,Interaction,-0.0898685170483447,0.120314708768326
HC Genotype x Time_(joint),HMDB0011745,N-Acetylmethionine,,,,0.912754134952341,Interaction,,
HC Genotype x Time_120,HMDB0000402,2-Isopropylmalic acid,-0.0963433110574886,0.175709823267137,0.587537041894855,,Interaction,-0.440734564661076,0.248047942546099
HC Genotype x Time_235,HMDB0000402,2-Isopropylmalic acid,-0.103715835095614,0.175709823267137,0.559431644108727,,Interaction,-0.448107088699201,0.240675418507974
HC Genotype x Time_(joint),HMDB0000402,2-Isopropylmalic acid,,,,0.806230159586062,Interaction,,
HC Genotype x Time_120,HMDB0004949,Cer 34:1;O2,0.0859448289653291,0.0380072840396043,0.0311526832942464,,Interaction,0.0114505522477047,0.160439105682953
HC Genotype x Time_235,HMDB0004949,Cer 34:1;O2,0.132986633785749,0.0380072840396043,0.00148082160586511,,Interaction,0.0584923570681244,0.207480910503373
HC Genotype x Time_(joint),HMDB0004949,Cer 34:1;O2,,,,0.00521059083280624,Interaction,,
HC Genotype x Time_120,HMDB0000956,Tartaric acid,-0.336514111909537,0.208301774082418,0.116669377121418,,Interaction,-0.744785589111077,0.0717573652920027
HC Genotype x Time_235,HMDB0000956,Tartaric acid,-0.337526481968346,0.208301774082418,0.115617866814682,,Interaction,-0.745797959169886,0.0707449952331939
HC Genotype x Time_(joint),HMDB0000956,Tartaric acid,,,,0.191878046465263,Interaction,,
HC Genotype x Time_120,HMDB0012101,SM 36:2;O2,0.0469221314275046,0.0339068375695071,0.176613344343743,,Interaction,-0.0195352702087294,0.113379533063739
HC Genotype x Time_235,HMDB0012101,SM 36:2;O2,0.0811978638622868,0.0339068375695072,0.0230817857594974,,Interaction,0.0147404622260528,0.147655265498521
HC Genotype x Time_(joint),HMDB0012101,SM 36:2;O2,,,,0.0711229061614053,Interaction,,
HC Genotype x Time_120,HMDB0007012,DG 30:1,0.588602026749006,0.373993824119559,0.126015540398175,,Interaction,-0.144425868525329,1.32162992202334
HC Genotype x Time_235,HMDB0007012,DG 30:1,1.01073641737422,0.373993824119559,0.0112154349174219,,Interaction,0.277708522099887,1.74376431264856
HC Genotype x Time_(joint),HMDB0007012,DG 30:1,,,,0.0370685644396252,Interaction,,
HC Genotype x Time_120,HMDB0010168,SM 34:0;O2,0.0433026493185911,0.0327630337412277,0.196261502539451,,Interaction,-0.0209128968142153,0.107518195451397
HC Genotype x Time_235,HMDB0010168,SM 34:0;O2,0.0691063220721909,0.0327630337412277,0.0433741136554855,,Interaction,0.0048907759393845,0.133321868204997
HC Genotype x Time_(joint),HMDB0010168,SM 34:0;O2,,,,0.120559904913448,Interaction,,
HC Genotype x Time_120,HMDB0000134,Fumaric and,-0.182532220479961,0.222557776147216,0.418595930234636,,Interaction,-0.618745461728504,0.253681020768582
HC Genotype x Time_235,HMDB0000134,Fumaric and,-0.38823859744593,0.222557776147216,0.0913214097389352,,Interaction,-0.824451838694473,0.0479746438026131
HC Genotype x Time_(joint),HMDB0000134,Fumaric and,,,,0.234369223644328,Interaction,,
HC Genotype x Time_120,HMDB0007025,DG 34:4,0.429177658118771,0.35649491838066,0.238048753944119,,Interaction,-0.269552381907322,1.12790769814486
HC Genotype x Time_235,HMDB0007025,DG 34:4,0.400144232592671,0.35649491838066,0.270578627017945,,Interaction,-0.298585807433422,1.09887427261876
HC Genotype x Time_(joint),HMDB0007025,DG 34:4,,,,0.415192702185354,Interaction,,
HC Genotype x Time_120,HMDB0009783,PI 34:1,-0.033589077347924,0.0573854782080974,0.562707482141358,,Interaction,-0.146064614635795,0.0788864599399469
HC Genotype x Time_235,HMDB0009783,PI 34:1,-0.0327006482879489,0.0573854782080974,0.57302789960313,,Interaction,-0.14517618557582,0.079774888999922
HC Genotype x Time_(joint),HMDB0009783,PI 34:1,,,,0.801807524331355,Interaction,,
HC Genotype x Time_120,HMDB0007991,PC 38:6,0.03552272818183,0.0270480567659204,0.19903211036607,,Interaction,-0.0174914630793741,0.0885369194430341
HC Genotype x Time_235,HMDB0007991,PC 38:6,0.0830203535829557,0.0270480567659204,0.0045234524433802,,Interaction,0.0300061623217516,0.13603454484416
HC Genotype x Time_(joint),HMDB0007991,PC 38:6,,,,0.0162224436137459,Interaction,,
HC Genotype x Time_120,HMDB0001857,"1,3-Dimethyluric acid",0.0031304408427944,0.351272073582068,0.992948564352622,,Interaction,-0.685362823378058,0.691623705063647
HC Genotype x Time_235,HMDB0001857,"1,3-Dimethyluric acid",-0.402139226420421,0.351272073582068,0.261340105669833,,Interaction,-1.09063249064127,0.286354037800432
HC Genotype x Time_(joint),HMDB0001857,"1,3-Dimethyluric acid",,,,0.424985435862855,Interaction,,
HC Genotype x Time_120,HMDB0241924,N-palmitoyl glutamine,-0.0797617760153898,0.156320649741288,0.613614013201764,,Interaction,-0.386150249508315,0.226626697477535
HC Genotype x Time_235,HMDB0241924,N-palmitoyl glutamine,-0.145783582780299,0.156320649741288,0.358475432182643,,Interaction,-0.452172056273224,0.160604890712626
HC Genotype x Time_(joint),HMDB0241924,N-palmitoyl glutamine,,,,0.650553311850283,Interaction,,
HC Genotype x Time_120,HMDB0240622,SM 35:1;O2,0.0553122608319942,0.033368025587129,0.1078119692193,,Interaction,-0.0100890693187787,0.120713590982767
HC Genotype x Time_235,HMDB0240622,SM 35:1;O2,0.0806599589253272,0.033368025587129,0.0219236418332142,,Interaction,0.0152586287745544,0.1460612890761
HC Genotype x Time_(joint),HMDB0240622,SM 35:1;O2,,,,0.061949094245313,Interaction,,
HC Genotype x Time_120,HMDB0009778,PI 32:0,0.0819252834589962,0.691237289030306,0.906445878466184,,Interaction,-1.2728998030404,1.4367503699584
HC Genotype x Time_235,HMDB0009778,PI 32:0,-1.13399473971475,0.691237289030306,0.111340178385457,,Interaction,-2.48881982621415,0.22083034678465
HC Genotype x Time_(joint),HMDB0009778,PI 32:0,,,,0.162285209388644,Interaction,,
HC Genotype x Time_120,HMDB0008928,PE 34:2,-0.183524103294508,0.15891396276652,0.257262178689189,,Interaction,-0.494995470316886,0.127947263727871
HC Genotype x Time_235,HMDB0008928,PE 34:2,0.0972335867211373,0.15891396276652,0.545237952716074,,Interaction,-0.214237780301241,0.408704953743516
HC Genotype x Time_(joint),HMDB0008928,PE 34:2,,,,0.216720933344304,Interaction,,
HC Genotype x Time_120,HMDB0007973,PC 34:2,0.010392341420799,0.0234421460956596,0.66071593038027,,Interaction,-0.0355542649266939,0.0563389477682919
HC Genotype x Time_235,HMDB0007973,PC 34:2,0.032581586457466,0.0234421460956596,0.174796001389427,,Interaction,-0.0133650198900269,0.0785281928049589
HC Genotype x Time_(joint),HMDB0007973,PC 34:2,,,,0.376946963844842,Interaction,,
HC Genotype x Time_120,HMDB0008937,PE 36:4,0.138659460847675,0.0916340676082061,0.140696959888417,,Interaction,-0.0409433116644092,0.318262233359759
HC Genotype x Time_235,HMDB0008937,PE 36:4,0.198997719073259,0.0916340676082061,0.0379183511376417,,Interaction,0.019394946561175,0.378600491585343
HC Genotype x Time_(joint),HMDB0008937,PE 36:4,,,,0.100767602927991,Interaction,,
HC Genotype x Time_120,HMDB0014581,Allopurinol,-0.00169320653233134,0.0173249524925539,0.922794966084101,,Interaction,-0.035650113417737,0.0322637003530743
HC Genotype x Time_235,HMDB0014581,Allopurinol,-0.0261146381181197,0.0173249524925539,0.142182118207448,,Interaction,-0.0600715450035254,0.00784226876728587
