genotype,meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
All,HC meal,Time_360,HMDB0009778,PI 32:0,-0.122165901578061,0.180637019090489,0.517917477427841,,Main,-0.47621445899542,0.231882655839299
All,HC meal,Time_(joint),HMDB0009778,PI 32:0,,,,0.517917477427841,Main,,
All,HC meal,Time_360,HMDB0008928,PE 34:2,0.416248083261818,0.101732463370519,0.00347791384186071,,Main,0.216852455055602,0.615643711468034
All,HC meal,Time_(joint),HMDB0008928,PE 34:2,,,,0.00347791384186071,Main,,
All,HC meal,Time_360,HMDB0007973,PC 34:2,0.0843761415492345,0.0212670451852085,0.00413360975932864,,Main,0.0426927329862259,0.126059550112243
All,HC meal,Time_(joint),HMDB0007973,PC 34:2,,,,0.00413360975932864,Main,,
All,HC meal,Time_360,HMDB0008937,PE 36:4,0.216617419533677,0.0610123320099577,0.0075051955880863,,Main,0.0970332487941602,0.336201590273194
All,HC meal,Time_(joint),HMDB0008937,PE 36:4,,,,0.00750519558808631,Main,,
All,HC meal,Time_360,HMDB0014581,Allopurinol,-0.0363015015894348,0.0190587160772632,0.0932872516119668,,Main,-0.0736565851008706,0.00105358192200099
All,HC meal,Time_(joint),HMDB0014581,Allopurinol,,,,0.0932872516119668,Main,,
All,HC meal,Time_360,HMDB0008123,PC 40:7,0.0330226919439142,0.0165750895582176,0.0814811985693587,,Main,0.000535516409807695,0.0655098674780207
All,HC meal,Time_(joint),HMDB0008123,PC 40:7,,,,0.0814811985693587,Main,,
All,HC meal,Time_360,HMDB0009786,PI 36:2,0.206595427120388,0.0509269659094196,0.00365011035842931,,Main,0.106778573937925,0.30641228030285
All,HC meal,Time_(joint),HMDB0009786,PI 36:2,,,,0.00365011035842931,Main,,
All,HC meal,Time_360,HMDB0009060,PE 36:3,0.318534961592989,0.0631979795660731,0.00100128667792083,,Main,0.194666921643486,0.442403001542492
All,HC meal,Time_(joint),HMDB0009060,PE 36:3,,,,0.00100128667792083,Main,,
All,HC meal,Time_360,HMDB0009069,PE 38:5,0.161738149359795,0.0425819295695785,0.00524949924969696,,Main,0.0782775674034206,0.245198731316169
All,HC meal,Time_(joint),HMDB0009069,PE 38:5,,,,0.00524949924969696,Main,,
All,HC meal,Time_360,HMDB0001138,N-Acetylglutamic acid,-0.0858769780699981,0.102127740297276,0.424834494797779,,Main,-0.286047349052659,0.114293392912663
All,HC meal,Time_(joint),HMDB0001138,N-Acetylglutamic acid,,,,0.424834494797779,Main,,
All,HC meal,Time_360,HMDB0240629,PC 39:6,0.0393307538829315,0.0193760638063362,0.0768735782726526,,Main,0.0013536688225125,0.0773078389433505
All,HC meal,Time_(joint),HMDB0240629,PC 39:6,,,,0.0768735782726526,Main,,
All,HC meal,Time_360,HMDB0011269,PC P-32:1,0.019523684338389,0.0164039252493336,0.268092191910199,,Main,-0.0126280091503049,0.0516753778270828
All,HC meal,Time_(joint),HMDB0011269,PC P-32:1,,,,0.268092191910199,Main,,
All,HC meal,Time_360,HMDB0013404,PC O-32:1,0.0439717498580718,0.0162407809687512,0.0267618829102471,,Main,0.0121398191593195,0.0758036805568241
All,HC meal,Time_(joint),HMDB0013404,PC O-32:1,,,,0.0267618829102471,Main,,
All,HC meal,Time_360,HMDB0001348,SM 36:1;O2,0.0190941522601899,0.016829201436538,0.289398971693831,,Main,-0.0138910825554246,0.0520793870758044
All,HC meal,Time_(joint),HMDB0001348,SM 36:1;O2,,,,0.289398971693831,Main,,
All,HC meal,Time_360,HMDB0007946,PC 35:2,0.0922609463488457,0.0236489993086255,0.00453657204227606,,Main,0.0459089077039397,0.138612984993752
All,HC meal,Time_(joint),HMDB0007946,PC 35:2,,,,0.00453657204227607,Main,,
All,HC meal,Time_360,HMDB0011229,PC P-38:6,0.0272335942802645,0.0176309671750409,0.161011885927247,,Main,-0.00732310138281575,0.0617902899433447
All,HC meal,Time_(joint),HMDB0011229,PC P-38:6,,,,0.161011885927247,Main,,
All,HC meal,Time_360,HMDB0007011,DG 30:0,0.646646349429926,0.399404437127104,0.144101774346373,,Main,-0.136186347339198,1.42947904619905
All,HC meal,Time_(joint),HMDB0007011,DG 30:0,,,,0.144101774346373,Main,,
All,HC meal,Time_360,HMDB0007132,DG 34:3,0.0699401980276441,0.25129783087218,0.787827984722473,,Main,-0.422603550481829,0.562483946537117
All,HC meal,Time_(joint),HMDB0007132,DG 34:3,,,,0.787827984722473,Main,,
All,HC meal,Time_360,HMDB0011205,PC P-31:0,0.114474816722501,0.138336629754226,0.431938379873384,,Main,-0.156664977595782,0.385614611040785
All,HC meal,Time_(joint),HMDB0011205,PC P-31:0,,,,0.431938379873384,Main,,
All,HC meal,Time_360,HMDB0011420,PE P-38:6,0.0558011728416482,0.0268675190050516,0.0714585866654312,,Main,0.00314083559174717,0.108461510091549
All,HC meal,Time_(joint),HMDB0011420,PE P-38:6,,,,0.0714585866654312,Main,,
All,HC meal,Time_360,HMDB0001889,Theophylline,0.102526045534521,0.0479329297394688,0.0648826119271941,,Main,0.00857750324516235,0.19647458782388
All,HC meal,Time_(joint),HMDB0001889,Theophylline,,,,0.0648826119271941,Main,,
All,HC meal,Time_360,HMDB0013409,PC O-38:6,0.018547630554268,0.0131245068171044,0.195301220337201,,Main,-0.00717640280725652,0.0442716639157925
All,HC meal,Time_(joint),HMDB0013409,PC O-38:6,,,,0.195301220337201,Main,,
All,HC meal,Time_360,HMDB0007955,PC 37:4,0.05989769930333,0.0167069311174937,0.00713409775290042,,Main,0.0271521143130424,0.0926432842936175
All,HC meal,Time_(joint),HMDB0007955,PC 37:4,,,,0.00713409775290042,Main,,
All,HC meal,Time_360,HMDB0011211,PC P-34:2,0.00222465543906007,0.008788245311445,0.806543662168503,,Main,-0.0150003053713721,0.0194496162494923
All,HC meal,Time_(joint),HMDB0011211,PC P-34:2,,,,0.806543662168503,Main,,
All,HC meal,Time_360,HMDB0011343,PE P-34:2,0.0372413656343535,0.0308680345032769,0.262099837195908,,Main,-0.0232599819920693,0.0977427132607762
All,HC meal,Time_(joint),HMDB0011343,PE P-34:2,,,,0.262099837195908,Main,,
All,HC meal,Time_360,HMDB0011151,PC P-34:1,0.0269415626548835,0.0113820819374343,0.0454577011248136,,Main,0.00463268205751225,0.0492504432522547
All,HC meal,Time_(joint),HMDB0011151,PC P-34:1,,,,0.0454577011248136,Main,,
All,HC meal,Time_360,HMDB0007972,PC 34:1,0.0367474555227116,0.0156644659828191,0.0469801207335676,,Main,0.0060451021963862,0.067449808849037
All,HC meal,Time_(joint),HMDB0007972,PC 34:1,,,,0.0469801207335676,Main,,
All,HC meal,Time_360,HMDB0011410,PE P-36:4,0.0441307510534631,0.0327657122133284,0.214933645503312,,Main,-0.0200900448846606,0.108351546991587
All,HC meal,Time_(joint),HMDB0011410,PE P-36:4,,,,0.214933645503312,Main,,
All,HC meal,Time_360,HMDB0008927,PE 34:1,0.259247324420678,0.0921832213481732,0.0227620830449359,,Main,0.0785682105782585,0.439926438263098
All,HC meal,Time_(joint),HMDB0008927,PE 34:1,,,,0.0227620830449359,Main,,
All,HC meal,Time_360,HMDB0007937,PC 33:0,0.0352283559654596,0.0185581383150511,0.09421861080779,,Main,-0.00114559513204047,0.0716023070629597
All,HC meal,Time_(joint),HMDB0007937,PC 33:0,,,,0.09421861080779,Main,,
All,HC meal,Time_360,HMDB0013435,PC O-36:4,0.0240488234788168,0.0144445266664506,0.134496580137844,,Main,-0.00426244878742629,0.0523600957450599
All,HC meal,Time_(joint),HMDB0013435,PC O-36:4,,,,0.134496580137844,Main,,
All,HC meal,Time_360,HMDB0007257,DG 38:6,0.828174558592972,0.323545021343336,0.0336632684885708,,Main,0.194026316760033,1.46232280042591
All,HC meal,Time_(joint),HMDB0007257,DG 38:6,,,,0.0336632684885708,Main,,
All,HC meal,Time_360,HMDB0007248,DG 36:4,0.344742258475972,0.0683076041970827,0.000993059415434306,,Main,0.21085935424969,0.478625162702254
All,HC meal,Time_(joint),HMDB0007248,DG 36:4,,,,0.000993059415434306,Main,,
All,HC meal,Time_360,HMDB0011460,PE P-40:7,0.0271380272198548,0.0214287891965579,0.240987818495708,,Main,-0.0148623996053987,0.0691384540451083
All,HC meal,Time_(joint),HMDB0011460,PE P-40:7,,,,0.240987818495708,Main,,
All,HC meal,Time_360,HMDB0007099,DG 32:1,0.606186986564362,0.203566346069615,0.017658661571195,,Main,0.207196948267916,1.00517702486081
All,HC meal,Time_(joint),HMDB0007099,DG 32:1,,,,0.017658661571195,Main,,
All,HC meal,Time_360,HMDB0012087,SM 36:0;O2,0.00401962457998352,0.0141754868451281,0.783946310747561,,Main,-0.0237643296364675,0.0318035787964345
All,HC meal,Time_(joint),HMDB0012087,SM 36:0;O2,,,,0.783946310747561,Main,,
All,HC meal,Time_360,HMDB0011294,PC P-40:6,0.0103543899364809,0.0131168294066336,0.452638720573286,,Main,-0.0153545957005211,0.0360633755734828
All,HC meal,Time_(joint),HMDB0011294,PC P-40:6,,,,0.452638720573286,Main,,
All,HC meal,Time_360,HMDB0009012,PE 40:6,0.472697364523908,0.143994234208349,0.0111419292545703,,Main,0.190468665475545,0.754926063572271
All,HC meal,Time_(joint),HMDB0009012,PE 40:6,,,,0.0111419292545703,Main,,
All,HC meal,Time_360,HMDB0240667,PI 36:1,0.0658963536766035,0.0662597230683482,0.349096761915383,,Main,-0.0639727035373591,0.195765410890566
All,HC meal,Time_(joint),HMDB0240667,PI 36:1,,,,0.349096761915383,Main,,
All,HC meal,Time_360,HMDB0011319,PC P-38:5,0.00344317446405906,0.0119676736823656,0.780883966952536,,Main,-0.0200134659533776,0.0268998148814957
All,HC meal,Time_(joint),HMDB0011319,PC P-38:5,,,,0.780883966952536,Main,,
All,HC meal,Time_360,HMDB0008057,PC 40:6,0.0422335809011795,0.0157165102248955,0.0276156960537105,,Main,0.0114292208603844,0.0730379409419746
All,HC meal,Time_(joint),HMDB0008057,PC 40:6,,,,0.0276156960537105,Main,,
All,HC meal,Time_360,HMDB0013429,PC O-36:3,0.0151558261300693,0.012442474773624,0.257899074340945,,Main,-0.00923142442623384,0.0395430766863723
All,HC meal,Time_(joint),HMDB0013429,PC O-36:3,,,,0.257899074340945,Main,,
All,HC meal,Time_360,HMDB0011328,PC P-40:7,-0.0259728998136476,0.006880974577793,0.00542987876611694,,Main,-0.0394596099861219,-0.0124861896411733
All,HC meal,Time_(joint),HMDB0011328,PC P-40:7,,,,0.00542987876611694,Main,,
All,HC meal,Time_360,HMDB0011387,PE P-38:5,0.0363887626338181,0.0165589128912611,0.0592212635477619,,Main,0.00393329336694646,0.0688442319006898
All,HC meal,Time_(joint),HMDB0011387,PE P-38:5,,,,0.0592212635477619,Main,,
All,HC meal,Time_360,HMDB0013432,PC O-38:5,0.013563165686959,0.0132281109116231,0.335209098628473,,Main,-0.0123639316998222,0.0394902630737401
All,HC meal,Time_(joint),HMDB0013432,PC O-38:5,,,,0.335209098628473,Main,,
All,HC meal,Time_360,HMDB0007896,PC P-32:0,-0.00374211952788533,0.0122407168234553,0.767628616996718,,Main,-0.0277339245018578,0.0202496854460872
All,HC meal,Time_(joint),HMDB0007896,PC P-32:0,,,,0.767628616996718,Main,,
All,HC meal,Time_360,HMDB0008994,PE 36:2,0.312674887118214,0.0611239887962042,0.000912325142427543,,Main,0.192871869077654,0.432477905158774
All,HC meal,Time_(joint),HMDB0008994,PE 36:2,,,,0.000912325142427544,Main,,
All,HC meal,Time_360,HMDB0008039,PC 36:2,0.09573874823307,0.0218726603962548,0.00235794351055606,,Main,0.0528683338564106,0.138609162609729
All,HC meal,Time_(joint),HMDB0008039,PC 36:2,,,,0.00235794351055606,Main,,
All,HC meal,Time_360,HMDB0009003,PE 38:4,0.176306784646689,0.0519933712634899,0.00948665208353207,,Main,0.0743997769702485,0.278213792323129
All,HC meal,Time_(joint),HMDB0009003,PE 38:4,,,,0.00948665208353208,Main,,
All,HC meal,Time_360,HMDB0008048,PC 38:4,0.0581990920759443,0.0159430074785056,0.00649017732621723,,Main,0.0269507974180733,0.0894473867338154
All,HC meal,Time_(joint),HMDB0008048,PC 38:4,,,,0.00649017732621722,Main,,
All,HC meal,Time_360,HMDB0013422,PC P-40:5,0.0244462056133885,0.0151914516592074,0.146237208735712,,Main,-0.00532903963865804,0.054221450865435
All,HC meal,Time_(joint),HMDB0013422,PC P-40:5,,,,0.146237208735712,Main,,
All,HC meal,Time_360,HMDB0256160,PC 35:1,0.0462211175409569,0.0181462674653722,0.0343270289731034,,Main,0.0106544333088273,0.0817878017730864
All,HC meal,Time_(joint),HMDB0256160,PC 35:1,,,,0.0343270289731034,Main,,
All,HC meal,Time_360,HMDB0008312,PC 40:5,0.0521010152607018,0.0205912339734335,0.0352415943037371,,Main,0.0117421966727722,0.0924598338486313
All,HC meal,Time_(joint),HMDB0008312,PC 40:5,,,,0.0352415943037371,Main,,
All,HC meal,Time_360,HMDB0007103,DG 34:2,0.144131248396491,0.0872857838772023,0.137291161723127,,Main,-0.0269488880028254,0.315211384795808
All,HC meal,Time_(joint),HMDB0007103,DG 34:2,,,,0.137291161723127,Main,,
All,HC meal,Time_360,HMDB0240644,SM 42:4;O2,0.019900233966041,0.0203574744851483,0.356932903390873,,Main,-0.0200004160248497,0.0598008839569318
All,HC meal,Time_(joint),HMDB0240644,SM 42:4;O2,,,,0.356932903390873,Main,,
All,HC meal,Time_360,HMDB0011210,PC P-34:1,0.00635750707699693,0.0186856887995364,0.742441637141784,,Main,-0.0302664429700944,0.0429814571240883
All,HC meal,Time_(joint),HMDB0011210,PC P-34:1,,,,0.742441637141784,Main,,
All,HC meal,Time_360,HMDB0013426,PC O-34:1,0.0239781714991775,0.0187540180617406,0.236893711438672,,Main,-0.012779703901834,0.0607360469001891
All,HC meal,Time_(joint),HMDB0013426,PC O-34:1,,,,0.236893711438672,Main,,
All,HC meal,Time_360,HMDB0007970,PC 34:0,0.0494956737587258,0.0295705392247031,0.132701520173023,,Main,-0.00846258312169228,0.107453930639144
All,HC meal,Time_(joint),HMDB0007970,PC 34:0,,,,0.132701520173023,Main,,
All,HC meal,Time_360,HMDB0240676,SM 39:2;O2,0.0241289288433172,0.0199196254340464,0.260338996219853,,Main,-0.0149135370074138,0.0631713946940482
All,HC meal,Time_(joint),HMDB0240676,SM 39:2;O2,,,,0.260338996219853,Main,,
All,HC meal,Time_360,HMDB0008047,PC 38:3,0.0471947881712064,0.0256357852656958,0.102891738625227,,Main,-0.0030513509495573,0.0974409272919701
All,HC meal,Time_(joint),HMDB0008047,PC 38:3,,,,0.102891738625227,Main,,
All,HC meal,Time_360,HMDB0007199,DG 38:5,0.243355624703835,0.0553931088066262,0.00230749906834021,,Main,0.134785131442848,0.351926117964822
All,HC meal,Time_(joint),HMDB0007199,DG 38:5,,,,0.00230749906834021,Main,,
All,HC meal,Time_360,HMDB0011238,PC P-33:0,-0.0292470686289555,0.0294719530110894,0.350080264925794,,Main,-0.0870120965306907,0.0285179592727797
All,HC meal,Time_(joint),HMDB0011238,PC P-33:0,,,,0.350080264925794,Main,,
All,HC meal,Time_360,HMDB0013420,PC O-38:4,0.0307446642154774,0.0197112326785365,0.157438176987739,,Main,-0.00788935183445404,0.0693786802654089
All,HC meal,Time_(joint),HMDB0013420,PC O-38:4,,,,0.157438176987739,Main,,
All,HC meal,Time_360,HMDB0007219,DG 36:3,0.236855123299241,0.0388908684314551,0.000292599339056672,,Main,0.160629021173589,0.313081225424893
All,HC meal,Time_(joint),HMDB0007219,DG 36:3,,,,0.000292599339056672,Main,,
All,HC meal,Time_360,HMDB0011394,PE P-40:6,0.0385566797649992,0.021378216493255,0.108960133738463,,Main,-0.0033446245617807,0.080457984091779
All,HC meal,Time_(joint),HMDB0011394,PE P-40:6,,,,0.108960133738463,Main,,
All,HC meal,Time_360,HMDB0256163,PC 37:2,0.0968082120767172,0.0284933679278082,0.00939416461393709,,Main,0.0409612109382132,0.152655213215221
All,HC meal,Time_(joint),HMDB0256163,PC 37:2,,,,0.00939416461393708,Main,,
All,HC meal,Time_360,HMDB0007098,DG 32:0,0.0232380879445897,0.0667755732663382,0.736817710309767,,Main,-0.107642035657433,0.154118211546612
All,HC meal,Time_(joint),HMDB0007098,DG 32:0,,,,0.736817710309767,Main,,
All,HC meal,Time_360,HMDB0008702,PC 42:6,0.0358506346086323,0.0324358572605856,0.301168199637611,,Main,-0.0277236456221154,0.0994249148393799
All,HC meal,Time_(joint),HMDB0008702,PC 42:6,,,,0.301168199637611,Main,,
All,HC meal,Time_360,HMDB0011261,PC P-40:5,0.0130621956474278,0.0196815696032574,0.525557496399933,,Main,-0.0255136807749567,0.0516380720698123
All,HC meal,Time_(joint),HMDB0011261,PC P-40:5,,,,0.525557496399933,Main,,
All,HC meal,Time_360,HMDB0007080,DG 35:2,0.377565348875228,0.126516342074861,0.0174847584743245,,Main,0.1295933184085,0.625537379341955
All,HC meal,Time_(joint),HMDB0007080,DG 35:2,,,,0.0174847584743245,Main,,
All,HC meal,Time_360,HMDB0000289,Uric acid,-0.0216109116545056,0.108267262592821,0.84676814706406,,Main,-0.233814746336435,0.190592923027424
All,HC meal,Time_(joint),HMDB0000289,Uric acid,,,,0.84676814706406,Main,,
All,HC meal,Time_360,HMDB0012102,SM 38:1;O2,0.0087472849078961,0.0179486067598434,0.639082466618639,,Main,-0.026431984341397,0.0439265541571892
All,HC meal,Time_(joint),HMDB0012102,SM 38:1;O2,,,,0.639082466618639,Main,,
All,HC meal,Time_360,HMDB0011441,PE P-36:2,0.0410363063922937,0.0195810331718998,0.0693982980696086,,Main,0.00265748137537007,0.0794151314092174
All,HC meal,Time_(joint),HMDB0011441,PE P-36:2,,,,0.0693982980696086,Main,,
All,HC meal,Time_360,HMDB0008993,PE 36:1,0.355599406292596,0.0775945460720561,0.00179543790003451,,Main,0.203514095991366,0.507684716593826
All,HC meal,Time_(joint),HMDB0008993,PE 36:1,,,,0.00179543790003451,Main,,
All,HC meal,Time_360,HMDB0011244,PC P-36:2,0.00506520415060807,0.0189103569131041,0.795588739129326,,Main,-0.031999095399076,0.0421295037002921
All,HC meal,Time_(joint),HMDB0011244,PC P-36:2,,,,0.795588739129326,Main,,
All,HC meal,Time_360,HMDB0008038,PC 36:1,0.0623755551977245,0.0254112651356142,0.0396486654126894,,Main,0.0125694755319207,0.112181634863528
All,HC meal,Time_(joint),HMDB0008038,PC 36:1,,,,0.0396486654126894,Main,,
All,HC meal,Time_360,HMDB0013418,PC O-36:2,0.0224646279634094,0.0180015464393094,0.247344866101139,,Main,-0.012818403057637,0.0577476589844559
All,HC meal,Time_(joint),HMDB0013418,PC O-36:2,,,,0.247344866101139,Main,,
All,HC meal,Time_360,HMDB0008342,PC 40:4,0.0379729087637076,0.0208830534240477,0.106519183809135,,Main,-0.00295787594742589,0.0789036934748412
All,HC meal,Time_(joint),HMDB0008342,PC 40:4,,,,0.106519183809135,Main,,
All,HC meal,Time_360,HMDB0000152,Gentisic acid,0.012143701724644,0.017622118496913,0.510238278421442,,Main,-0.0223956505293055,0.0466830539785936
All,HC meal,Time_(joint),HMDB0000152,Gentisic acid,,,,0.510238278421442,Main,,
All,HC meal,Time_360,HMDB0007170,DG 38:4_A,0.426755966164118,0.0637303395705652,0.000153293629697394,,Main,0.30184450060581,0.551667431722426
All,HC meal,Time_(joint),HMDB0007170,DG 38:4_A,,,,0.000153293629697394,Main,,
All,HC meal,Time_360,HMDB0007102,DG 34:1,0.274752929961936,0.0772902385725814,0.00745682045923391,,Main,0.123264062359677,0.426241797564196
All,HC meal,Time_(joint),HMDB0007102,DG 34:1,,,,0.00745682045923391,Main,,
All,HC meal,Time_360,HMDB0011393,PE P-40:5,0.0164619531755142,0.0323622337377499,0.624706365007577,,Main,-0.0469680249504755,0.079891931301504
All,HC meal,Time_(joint),HMDB0011393,PE P-40:5,,,,0.624706365007577,Main,,
All,HC meal,Time_360,HMDB0008270,PC 38:2,0.0539312039784045,0.0219188312550825,0.0392883401906948,,Main,0.0109702947184429,0.0968921132383662
All,HC meal,Time_(joint),HMDB0008270,PC 38:2,,,,0.0392883401906948,Main,,
All,HC meal,Time_360,HMDB0000991,2-Aminooctanoic acid,-0.0332315827347398,0.0210037700172313,0.152267352296548,,Main,-0.0743989719685131,0.00793580649903358
All,HC meal,Time_(joint),HMDB0000991,2-Aminooctanoic acid,,,,0.152267352296548,Main,,
All,HC meal,Time_360,HMDB0004951,Cer 38:1;O2,0.0181966040536944,0.0234161092304294,0.459460479459923,,Main,-0.0276989700379471,0.064092178145336
All,HC meal,Time_(joint),HMDB0004951,Cer 38:1;O2,,,,0.459460479459923,Main,,
All,HC meal,Time_360,HMDB0013444,PC P-40:4,0.0299489521132791,0.0162317533383358,0.102244944056808,,Main,-0.0018652844298591,0.0617631886564173
All,HC meal,Time_(joint),HMDB0013444,PC P-40:4,,,,0.102244944056808,Main,,
All,HC meal,Time_360,HMDB0008318,PC 42:5,0.0592600579097709,0.0291629634274198,0.0766153900089282,,Main,0.00210064959202805,0.116419466227514
All,HC meal,Time_(joint),HMDB0008318,PC 42:5,,,,0.0766153900089282,Main,,
All,HC meal,Time_360,HMDB0011594,Hex2Cer 40:1;O2,-0.0230207956561522,0.0938059381864849,0.81231831455433,,Main,-0.206880434501663,0.160838843189358
All,HC meal,Time_(joint),HMDB0011594,Hex2Cer 40:1;O2,,,,0.81231831455433,Main,,
All,HC meal,Time_360,HMDB0013405,PC O-34:0,0.0138550973852223,0.0205356129160482,0.518893422978246,,Main,-0.0263947039302322,0.0541048987006768
All,HC meal,Time_(joint),HMDB0013405,PC O-34:0,,,,0.518893422978246,Main,,
All,HC meal,Time_360,HMDB0004872,Hex2Cer 42:2;O2,-0.00534554794854921,0.0213954464739656,0.809003107593879,,Main,-0.0472806230375217,0.0365895271404233
All,HC meal,Time_(joint),HMDB0004872,Hex2Cer 42:2;O2,,,,0.809003107593879,Main,,
All,HC meal,Time_360,HMDB0007218,DG 36:2,0.234501252498635,0.0466098897870071,0.00101271654379524,,Main,0.143145868516101,0.325856636481169
All,HC meal,Time_(joint),HMDB0007218,DG 36:2,,,,0.00101271654379524,Main,,
All,HC meal,Time_360,HMDB0011775,Cer 40:2;O2,0.0359325876060332,0.0230653850765108,0.15788265217881,,Main,-0.00927556714392801,0.0811407423559944
All,HC meal,Time_(joint),HMDB0011775,Cer 40:2;O2,,,,0.15788265217881,Main,,
All,HC meal,Time_360,HMDB0007952,PC 37:1,0.0722545406062965,0.0164061937442405,0.0022742547403261,,Main,0.0400984008675851,0.104410680345008
All,HC meal,Time_(joint),HMDB0007952,PC 37:1,,,,0.0022742547403261,Main,,
All,HC meal,Time_360,HMDB0004974,HexCer 40:1;O2,0.0472944203662312,0.0146394536264039,0.0120458974458971,,Main,0.0186010912584796,0.0759877494739828
