Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome
Time_235,-0.187423349081268,0.0477601946735968,0.000316791225062695,,,Main,-0.281033330641517,-0.093813367521018,Sebacic acid,"-0.2 (-0.3, -0.1)",3.2e-04,3.2e-04***,,HMDB0000792
Time_(joint),,,,9.4520115975053,0.000408008740801279,Main,,,Sebacic acid,"NA (NA, NA)",,,4.1e-04***,HMDB0000792
Time_120,0.0426814350117788,0.0518873176572918,0.41539314285181,,,Main,-0.059017707596513,0.144380577620071,Adipic and or Methylglutaric acid,"0 (-0.1, 0.1)",0.415,0.415,,HMDB0000448
Time_235,-0.0394425594460327,0.0518873176572918,0.451406408871998,,,Main,-0.141141702054325,0.0622565831622591,Adipic and or Methylglutaric acid,"0 (-0.1, 0.1)",0.451,0.451,,HMDB0000448
Time_(joint),,,,1.2531781270677,0.296054903998854,Main,,,Adipic and or Methylglutaric acid,"NA (NA, NA)",,,0.296,HMDB0000448
Time_120,-0.473759591307564,0.25571537124087,0.0709633642366513,,,Main,-0.974961718939669,0.0274425363245422,"(E,E)-Trichostachine","-0.5 (-1, 0)",0.071,0.071,,HMDB0029374
Time_235,-0.430558699015338,0.25571537124087,0.0996509951869834,,,Main,-0.931760826647444,0.070643428616768,"(E,E)-Trichostachine","-0.4 (-0.9, 0.1)",0.1,0.1,,HMDB0029374
Time_(joint),,,,2.09865448491577,0.135295967726984,Main,,,"(E,E)-Trichostachine","NA (NA, NA)",,,0.135,HMDB0029374
Time_120,-0.111663178759788,0.033944459694088,0.00203622076529319,,,Main,-0.178194319760201,-0.0451320377593756,Succinic acid,"-0.1 (-0.2, 0)",2.0e-03,2.0e-03**,,HMDB0000254
Time_235,-0.1846680597785,0.033944459694088,2.52318628587316e-06,,,Main,-0.251199200778913,-0.118136918778088,Succinic acid,"-0.2 (-0.3, -0.1)",2.5e-06,2.5e-06***,,HMDB0000254
Time_(joint),,,,15.0146050497104,1.2037974042228e-05,Main,,,Succinic acid,"NA (NA, NA)",,,1.2e-05***,HMDB0000254
Time_120,0.231563389149574,0.0485944098698131,2.27308684342966e-05,,,Main,0.13631834580474,0.326808432494408,Malic acid,"0.2 (0.1, 0.3)",2.3e-05,2.3e-05***,,HMDB0000156
Time_235,-0.187256268816558,0.0485944098698131,0.000392397602376245,,,Main,-0.282501312161391,-0.0920112254717241,Malic acid,"-0.2 (-0.3, -0.1)",3.9e-04,3.9e-04***,,HMDB0000156
Time_(joint),,,,37.2793759205311,4.90673312227217e-10,Main,,,Malic acid,"NA (NA, NA)",,,4.9e-10***,HMDB0000156
Time_120,0.0354571137630067,0.0471144953623041,0.455903824648243,,,Main,-0.0568872971471092,0.127801524673123,LPE 18:0/0:0,"0 (-0.1, 0.1)",0.456,0.456,,HMDB0011130
Time_235,0.0820215196006106,0.0471144953623041,0.0890235698721739,,,Main,-0.0103228913095053,0.174365930510727,LPE 18:0/0:0,"0.1 (0, 0.2)",0.089,0.089,,HMDB0011130
Time_(joint),,,,1.52462560479741,0.229507027034346,Main,,,LPE 18:0/0:0,"NA (NA, NA)",,,0.23,HMDB0011130
Time_120,-0.0282861152134229,0.0314054999383599,0.372897422547144,,,Main,-0.0898408950926084,0.0332686646657626,MG 18:1,"0 (-0.1, 0)",0.373,0.373,,HMDB0011567
Time_235,-0.0463081153955331,0.0314054999383599,0.147797944269265,,,Main,-0.107862895274719,0.0152466644836524,MG 18:1,"0 (-0.1, 0)",0.148,0.148,,HMDB0011567
Time_(joint),,,,1.10491073335566,0.340675667321476,Main,,,MG 18:1,"NA (NA, NA)",,,0.341,HMDB0011567
Time_120,-0.0526323301342453,0.0187620077249553,0.00758493182845967,,,Main,-0.0894058652751578,-0.0158587949933328,3-Carboxy-4-methyl-5-propyl-2-furanpropanoic acid,"-0.1 (-0.1, 0)",7.6e-03,7.6e-03**,,HMDB0061112
Time_235,-0.0383687662696426,0.0187620077249553,0.0471514997855938,,,Main,-0.0751423014105551,-0.00159523112873011,3-Carboxy-4-methyl-5-propyl-2-furanpropanoic acid,"0 (-0.1, 0)",0.047,0.047*,,HMDB0061112
Time_(joint),,,,4.20985824359877,0.0215589057066686,Main,,,3-Carboxy-4-methyl-5-propyl-2-furanpropanoic acid,"NA (NA, NA)",,,0.022*,HMDB0061112
Time_120,-0.0141002586558799,0.0262450431294199,0.593927209965944,,,Main,-0.065540543189543,0.0373400258777832,MG 17:0,"0 (-0.1, 0)",0.594,0.594,,HMDB0072856
Time_235,-0.0260951942281693,0.0262450431294199,0.32577562905282,,,Main,-0.0775354787618324,0.0253450903054938,MG 17:0,"0 (-0.1, 0)",0.326,0.326,,HMDB0072856
Time_(joint),,,,0.495379178176354,0.612855191781504,Main,,,MG 17:0,"NA (NA, NA)",,,0.613,HMDB0072856
Time_120,-0.234690664401015,0.0396677423429023,5.23885473335843e-07,,,Main,-0.312439439393104,-0.156941889408927,LPC 20:1/0:0,"-0.2 (-0.3, -0.2)",5.2e-07,5.2e-07***,,HMDB0010391
Time_235,-0.218406121165863,0.0396677423429023,2.03332044858713e-06,,,Main,-0.296154896157951,-0.140657346173774,LPC 20:1/0:0,"-0.2 (-0.3, -0.1)",2.0e-06,2.0e-06***,,HMDB0010391
Time_(joint),,,,21.8290811754744,3.16294238610192e-07,Main,,,LPC 20:1/0:0,"NA (NA, NA)",,,3.2e-07***,HMDB0010391
Time_120,0.0714232536811372,0.165945622168336,0.669104180902181,,,Main,-0.253830165768801,0.396676673131075,AMP,"0.1 (-0.3, 0.4)",0.669,0.669,,HMDB0000045
Time_235,0.154147630534527,0.165945622168336,0.358246740601619,,,Main,-0.171105788915412,0.479401049984465,AMP,"0.2 (-0.2, 0.5)",0.358,0.358,,HMDB0000045
Time_(joint),,,,0.43220472497127,0.651930588340714,Main,,,AMP,"NA (NA, NA)",,,0.652,HMDB0000045
Time_120,-0.228782227622313,0.0369457980299921,2.09971710755024e-07,,,Main,-0.301195991761098,-0.156368463483529,LPC O-18:0/0:0,"-0.2 (-0.3, -0.2)",2.1e-07,2.1e-07***,,HMDB0011149
Time_235,-0.213274399682179,0.0369457980299921,8.43059176059138e-07,,,Main,-0.285688163820963,-0.140860635543394,LPC O-18:0/0:0,"-0.2 (-0.3, -0.1)",8.4e-07,8.4e-07***,,HMDB0011149
Time_(joint),,,,23.9483138686429,1.14715915424767e-07,Main,,,LPC O-18:0/0:0,"NA (NA, NA)",,,1.1e-07***,HMDB0011149
Time_120,0.000214301905999877,0.0264283308341932,0.993568583349142,,,Main,-0.0515852265290187,0.0520138303410185,MG 18:0,"0 (-0.1, 0.1)",0.994,0.994,,HMDB0011131
Time_235,-0.0136332634629936,0.0264283308341932,0.608658798552308,,,Main,-0.0654327918980122,0.038166264972025,MG 18:0,"0 (-0.1, 0)",0.609,0.609,,HMDB0011131
Time_(joint),,,,0.18023874658697,0.835713299667765,Main,,,MG 18:0,"NA (NA, NA)",,,0.836,HMDB0011131
Time_120,-0.297765018722297,0.276905593040918,0.288365554161288,,,Main,-0.840499981082496,0.244969943637902,IMP,"-0.3 (-0.8, 0.2)",0.288,0.288,,HMDB0000175
Time_235,0.186175117861142,0.276905593040918,0.505048530096287,,,Main,-0.356559844499057,0.728910080221341,IMP,"0.2 (-0.4, 0.7)",0.505,0.505,,HMDB0000175
Time_(joint),,,,1.55424530055014,0.223259989305559,Main,,,IMP,"NA (NA, NA)",,,0.223,HMDB0000175
Time_120,0.0792645373586023,0.0306639766081074,0.0133032611446638,,,Main,0.0191631432067118,0.139365931510493,cis-Aconitic acid,"0.1 (0, 0.1)",0.013,0.013*,,HMDB0000072
Time_235,-0.119034558318645,0.0306639766081074,0.000360125495212646,,,Main,-0.179135952470536,-0.0589331641667549,cis-Aconitic acid,"-0.1 (-0.2, -0.1)",3.6e-04,3.6e-04***,,HMDB0000072
Time_(joint),,,,21.1903753992346,4.33634677631879e-07,Main,,,cis-Aconitic acid,"NA (NA, NA)",,,4.3e-07***,HMDB0000072
Time_120,-0.407752475608327,0.037435000677541,8.22848071600148e-14,,,Main,-0.481125076936307,-0.334379874280347,N-Myristoylglycine,"-0.4 (-0.5, -0.3)",8.2e-14,8.2e-14***,,HMDB0013250
Time_235,-0.34387192243775,0.037435000677541,1.32946663464513e-11,,,Main,-0.41724452376573,-0.270499321109769,N-Myristoylglycine,"-0.3 (-0.4, -0.3)",1.3e-11,1.3e-11***,,HMDB0013250
Time_(joint),,,,68.6444444359567,5.80248739938589e-14,Main,,,N-Myristoylglycine,"NA (NA, NA)",,,5.8e-14***,HMDB0013250
Time_120,-0.0636432426158178,0.0304524548002169,0.0427184408687718,,,Main,-0.123330054024243,-0.00395643120739271,4-Aminohippuric acid,"-0.1 (-0.1, 0)",0.043,0.043*,,HMDB0001867
Time_235,0.0332213192658494,0.0304524548002169,0.281525380608353,,,Main,-0.0264654921425757,0.0929081306742745,4-Aminohippuric acid,"0 (0, 0.1)",0.282,0.282,,HMDB0001867
Time_(joint),,,,5.22522252617781,0.00940810959652507,Main,,,4-Aminohippuric acid,"NA (NA, NA)",,,9.4e-03**,HMDB0001867
Time_120,-0.149287715574642,0.12969018661369,0.256198116773046,,,Main,-0.403480481337476,0.104905050188191,ADP,"-0.1 (-0.4, 0.1)",0.256,0.256,,HMDB0001341
Time_235,-0.0249675296834854,0.12969018661369,0.848265345592434,,,Main,-0.279160295446319,0.229225236079348,ADP,"0 (-0.3, 0.2)",0.848,0.848,,HMDB0001341
Time_(joint),,,,0.760339817191461,0.473833816990847,Main,,,ADP,"NA (NA, NA)",,,0.474,HMDB0001341
Time_120,-0.088798083333658,0.0407985115686113,0.0351905579754898,,,Main,-0.168763166008136,-0.00883300065917982,LPC 22:1/0:0,"-0.1 (-0.2, 0)",0.035,0.035*,,HMDB0010399
Time_235,-0.109769902995879,0.0407985115686113,0.0101938567801734,,,Main,-0.189734985670357,-0.0298048203214005,LPC 22:1/0:0,"-0.1 (-0.2, 0)",0.01,0.01*,,HMDB0010399
Time_(joint),,,,4.08012844990349,0.0240259352539449,Main,,,LPC 22:1/0:0,"NA (NA, NA)",,,0.024*,HMDB0010399
Time_120,0.0130230140023706,0.0253629971782749,0.610316706610009,,,Main,-0.0366884604670482,0.0627344884717895,MG 19:0,"0 (0, 0.1)",0.61,0.61,,HMDB0072839
Time_235,-0.0159978727074879,0.0253629971782749,0.531617326881322,,,Main,-0.0657093471769067,0.033713601761931,MG 19:0,"0 (-0.1, 0)",0.532,0.532,,HMDB0072839
Time_(joint),,,,0.656914296592008,0.523693343338062,Main,,,MG 19:0,"NA (NA, NA)",,,0.524,HMDB0072839
Time_120,-0.0929555384908993,0.12343911642528,0.455621811262561,,,Main,-0.334896206684448,0.148985129702649,ATP,"-0.1 (-0.3, 0.1)",0.456,0.456,,HMDB0000538
Time_235,0.0190811706276189,0.12343911642528,0.877893194666777,,,Main,-0.22285949756593,0.261021838821168,ATP,"0 (-0.2, 0.3)",0.878,0.878,,HMDB0000538
Time_(joint),,,,0.471587639047285,0.627274845589392,Main,,,ATP,"NA (NA, NA)",,,0.627,HMDB0000538
Time_120,-0.00270402151622049,0.0226409349317202,0.905503631185684,,,Main,-0.0470802539823921,0.0416722109499512,MG 20:0,"0 (0, 0)",0.906,0.906,,HMDB0011572
Time_235,-0.0136929811078155,0.0226409349317202,0.54857315299676,,,Main,-0.0580692135739872,0.0306832513583562,MG 20:0,"0 (-0.1, 0)",0.549,0.549,,HMDB0011572
Time_(joint),,,,0.205201814209266,0.815294622162693,Main,,,MG 20:0,"NA (NA, NA)",,,0.815,HMDB0011572
Time_120,-0.589733307729117,0.0868062556528957,2.86960672780557e-08,,,Main,-0.759873568808792,-0.419593046649441,Oxypurinol,"-0.6 (-0.8, -0.4)",2.9e-08,2.9e-08***,,HMDB0000786
Time_235,-0.809241391974598,0.0868062556528957,8.73227390025702e-12,,,Main,-0.979381653054273,-0.639101130894922,Oxypurinol,"-0.8 (-1, -0.6)",8.7e-12,8.7e-12***,,HMDB0000786
Time_(joint),,,,46.4850846498993,2.25549282948796e-11,Main,,,Oxypurinol,"NA (NA, NA)",,,2.3e-11***,HMDB0000786
Time_120,-0.0109039232766629,0.0303676026168865,0.721345839019609,,,Main,-0.0704244244057604,0.0486165778524345,LPC 22:0/0:0,"0 (-0.1, 0)",0.721,0.721,,HMDB0010398
Time_235,-0.0213813484555488,0.0303676026168865,0.485266023582601,,,Main,-0.0809018495846463,0.0381391526735487,LPC 22:0/0:0,"0 (-0.1, 0)",0.485,0.485,,HMDB0010398
Time_(joint),,,,0.24790013792368,0.781571728489944,Main,,,LPC 22:0/0:0,"NA (NA, NA)",,,0.782,HMDB0010398
Time_120,-0.00957223988104145,0.0360515895350619,0.791911672698849,,,Main,-0.0802333553697627,0.0610888756076798,LPC 24:1/0:0,"0 (-0.1, 0.1)",0.792,0.792,,HMDB0010406
Time_235,-0.0235645490705005,0.0360515895350619,0.516910366918814,,,Main,-0.0942256645592217,0.0470965664182208,LPC 24:1/0:0,"0 (-0.1, 0)",0.517,0.517,,HMDB0010406
Time_(joint),,,,0.216124073077055,0.806525703559576,Main,,,LPC 24:1/0:0,"NA (NA, NA)",,,0.807,HMDB0010406
Time_120,-0.0206769033712868,0.0388224008753111,0.597115616163889,,,Main,-0.0967688090868965,0.0554150023443229,SM 30:1;O2,"0 (-0.1, 0.1)",0.597,0.597,,HMDB0012096
Time_235,0.0362261910436453,0.0388224008753111,0.356088586369593,,,Main,-0.0398657146719644,0.112318096759255,SM 30:1;O2,"0 (0, 0.1)",0.356,0.356,,HMDB0012096
Time_(joint),,,,1.10091635498878,0.34197100924851,Main,,,SM 30:1;O2,"NA (NA, NA)",,,0.342,HMDB0012096
Time_120,0.0030031050638012,0.0227218253024533,0.895482330252214,,,Main,-0.0415316725290073,0.0475378826566097,Cholestenone,"0 (0, 0)",0.895,0.895,,HMDB0000921
Time_235,0.0299156319953498,0.0227218253024533,0.195111169047683,,,Main,-0.0146191455974587,0.0744504095881583,Cholestenone,"0 (0, 0.1)",0.195,0.195,,HMDB0000921
Time_(joint),,,,1.05126645841365,0.358509699392753,Main,,,Cholestenone,"NA (NA, NA)",,,0.359,HMDB0000921
Time_120,0.0113675594334885,0.0452705533787299,0.802959168245147,,,Main,-0.077362725188822,0.100097844055799,MG 22:0,"0 (-0.1, 0.1)",0.803,0.803,,HMDB0011581
Time_235,-0.034542536879866,0.0452705533787299,0.449713529204167,,,Main,-0.123272821502177,0.0541877477424445,MG 22:0,"0 (-0.1, 0.1)",0.45,0.45,,HMDB0011581
Time_(joint),,,,0.55790421656712,0.576591043066029,Main,,,MG 22:0,"NA (NA, NA)",,,0.577,HMDB0011581
Time_120,-0.0154631034508659,0.0374065880100264,0.681431960621854,,,Main,-0.0887800159505177,0.0578538090487858,SM 32:2;O2,"0 (-0.1, 0.1)",0.681,0.681,,HMDB0240612
Time_235,0.0381126163109889,0.0374065880100264,0.314095988023875,,,Main,-0.0352042961886628,0.111429528810641,SM 32:2;O2,"0 (0, 0.1)",0.314,0.314,,HMDB0240612
Time_(joint),,,,1.08677925624153,0.346597147971173,Main,,,SM 32:2;O2,"NA (NA, NA)",,,0.347,HMDB0240612
Time_120,0.0139615641991772,0.0334704630611801,0.678707180945407,,,Main,-0.0516405434007358,0.0795636717990902,LPC 24:0/0:0,"0 (-0.1, 0.1)",0.679,0.679,,HMDB0010405
Time_235,0.0308639951147379,0.0334704630611801,0.361729709593109,,,Main,-0.0347381124851751,0.0964661027146509,LPC 24:0/0:0,"0 (0, 0.1)",0.362,0.362,,HMDB0010405
Time_(joint),,,,0.426445176195111,0.655620592130622,Main,,,LPC 24:0/0:0,"NA (NA, NA)",,,0.656,HMDB0010405
Time_120,0.0566431270216367,0.0503108233459267,0.26661561593565,,,Main,-0.0419660867363796,0.155252340779653,LPE 24:0/0:0,"0.1 (0, 0.2)",0.267,0.267,,HMDB0011527
Time_235,0.0903059433996034,0.0503108233459267,0.0798585944663661,,,Main,-0.00830327035841289,0.18891515715762,LPE 24:0/0:0,"0.1 (0, 0.2)",0.08,0.08,,HMDB0011527
Time_(joint),,,,1.64571433923912,0.205068365988655,Main,,,LPE 24:0/0:0,"NA (NA, NA)",,,0.205,HMDB0011527
Time_120,-0.749948674019439,0.0834488589609206,2.46230634817262e-11,,,Main,-0.913508437582843,-0.586388910456034,Cinnamoylglycine,"-0.7 (-0.9, -0.6)",2.5e-11,2.5e-11***,,HMDB0011621
Time_235,-0.53268892763454,0.0834488589609206,1.11486010910037e-07,,,Main,-0.696248691197944,-0.369129164071135,Cinnamoylglycine,"-0.5 (-0.7, -0.4)",1.1e-07,1.1e-07***,,HMDB0011621
Time_(joint),,,,42.763701157686,7.42268979817413e-11,Main,,,Cinnamoylglycine,"NA (NA, NA)",,,7.4e-11***,HMDB0011621
Time_120,-0.322623016289355,0.0661267047032208,1.57605280562514e-05,,,Main,-0.452231357507668,-0.193014675071043,"Isoquinoline-1,5-diol","-0.3 (-0.5, -0.2)",1.6e-05,1.6e-05***,,HMDB0244237
Time_235,-0.374829118092289,0.0661267047032208,1.18991651287485e-06,,,Main,-0.504437459310602,-0.245220776873976,"Isoquinoline-1,5-diol","-0.4 (-0.5, -0.2)",1.2e-06,1.2e-06***,,HMDB0244237
Time_(joint),,,,18.8522447924883,1.43580880507083e-06,Main,,,"Isoquinoline-1,5-diol","NA (NA, NA)",,,1.4e-06***,HMDB0244237
Time_120,0.0200578729910849,0.0315148659013568,0.52793190527836,,,Main,-0.0417112641755744,0.0818270101577442,Cholesterol,"0 (0, 0.1)",0.528,0.528,,HMDB0000067
Time_235,0.0592247577499799,0.0315148659013568,0.0671589074553061,,,Main,-0.00254437941667943,0.120993894916639,Cholesterol,"0.1 (0, 0.1)",0.067,0.067,,HMDB0000067
Time_(joint),,,,1.82709342303803,0.17343719683607,Main,,,Cholesterol,"NA (NA, NA)",,,0.173,HMDB0000067
Time_120,-0.0216175244120862,0.0425630321135901,0.614184537638137,,,Main,-0.105041067354723,0.0618060185305505,LPC 26:1/0:0,"0 (-0.1, 0.1)",0.614,0.614,,HMDB0029220
Time_235,0.0400014033651291,0.0425630321135901,0.352686077614079,,,Main,-0.0434221395775075,0.123424946307766,LPC 26:1/0:0,"0 (0, 0.1)",0.353,0.353,,HMDB0029220
Time_(joint),,,,1.07902480510446,0.349162467630735,Main,,,LPC 26:1/0:0,"NA (NA, NA)",,,0.349,HMDB0029220
Time_120,0.250550670414558,0.0863728315399366,0.00590077745930408,,,Main,0.0812599205962827,0.419841420232834,PC 30:2,"0.3 (0.1, 0.4)",5.9e-03,5.9e-03**,,HMDB0007903
Time_235,0.357242034686528,0.0863728315399366,0.000165641212704871,,,Main,0.187951284868252,0.526532784504804,PC 30:2,"0.4 (0.2, 0.5)",1.7e-04,1.7e-04***,,HMDB0007903
Time_(joint),,,,9.01578917065079,0.000552408170348154,Main,,,PC 30:2,"NA (NA, NA)",,,5.5e-04***,HMDB0007903
Time_120,-0.0161320154924925,0.0387514025946686,0.679313884138736,,,Main,-0.092084764578043,0.059820733593058,SM 33:2;O2_A,"0 (-0.1, 0.1)",0.679,0.679,,HMDB0240677
Time_235,0.0269769310790551,0.0387514025946686,0.490167354825823,,,Main,-0.0489758180064954,0.102929680164606,SM 33:2;O2_A,"0 (0, 0.1)",0.49,0.49,,HMDB0240677
Time_(joint),,,,0.631824508368567,0.536597961540967,Main,,,SM 33:2;O2_A,"NA (NA, NA)",,,0.537,HMDB0240677
Time_120,0.0116152399185295,0.0565974049090542,0.838387250100532,,,Main,-0.0993156737032167,0.122546153540276,PC 28:0,"0 (-0.1, 0.1)",0.838,0.838,,HMDB0007866
Time_235,0.0876925276444394,0.0565974049090542,0.128786655831187,,,Main,-0.0232383859773068,0.198623441266186,PC 28:0,"0.1 (0, 0.2)",0.129,0.129,,HMDB0007866
Time_(joint),,,,1.41653819159284,0.253901780368395,Main,,,PC 28:0,"NA (NA, NA)",,,0.254,HMDB0007866
Time_120,-0.106076807272629,0.0257523457012676,0.000174530352437798,,,Main,-0.156551404847113,-0.0556022096981442,gamma-Tocopherol,"-0.1 (-0.2, -0.1)",1.7e-04,1.7e-04***,,HMDB0001492
Time_235,-0.0566335496039259,0.0257523457012676,0.0334251304133041,,,Main,-0.10710814717841,-0.00615895202944138,gamma-Tocopherol,"-0.1 (-0.1, 0)",0.033,0.033*,,HMDB0001492
Time_(joint),,,,8.49653656758472,0.000796918048441124,Main,,,gamma-Tocopherol,"NA (NA, NA)",,,8e-04***,HMDB0001492
Time_120,0.0287041548514863,0.0377997415068668,0.451869863739276,,,Main,-0.0453833385019725,0.102791648204945,MG 24:0,"0 (0, 0.1)",0.452,0.452,,HMDB0011588
Time_235,0.027559216047833,0.0377997415068668,0.469996195884082,,,Main,-0.0465282773056259,0.101646709401292,MG 24:0,"0 (0, 0.1)",0.47,0.47,,HMDB0011588
Time_(joint),,,,0.369710500461153,0.69316045160693,Main,,,MG 24:0,"NA (NA, NA)",,,0.693,HMDB0011588
Time_120,-0.0291288086834783,0.0335061586111548,0.389593193661434,,,Main,-0.0948008795613416,0.036543262194385,SM 32:1;O2,"0 (-0.1, 0)",0.39,0.39,,HMDB0012097
Time_235,0.0162602908582494,0.0335061586111548,0.629990700376908,,,Main,-0.0494117800196139,0.0819323617361127,SM 32:1;O2,"0 (0, 0.1)",0.63,0.63,,HMDB0012097
Time_(joint),,,,0.942121799835359,0.397881858827298,Main,,,SM 32:1;O2,"NA (NA, NA)",,,0.398,HMDB0012097
Time_120,-0.0506607018749745,0.0641942915608696,0.434440723678473,,,Main,-0.176481513334279,0.0751601095843299,PC 34:5,"-0.1 (-0.2, 0.1)",0.434,0.434,,HMDB0007916
Time_235,0.0194226926084093,0.0641942915608696,0.763717815750733,,,Main,-0.106398118850895,0.145243504067714,PC 34:5,"0 (-0.1, 0.1)",0.764,0.764,,HMDB0007916
Time_(joint),,,,0.63541268571905,0.534732196621611,Main,,,PC 34:5,"NA (NA, NA)",,,0.535,HMDB0007916
Time_120,-0.0793693186029555,0.0610066232545571,0.20035265398099,,,Main,-0.198942300181887,0.0402036629759763,N-Acetylleucine,"-0.1 (-0.2, 0)",0.2,0.2,,HMDB0011756
Time_235,0.0538662541401313,0.0610066232545571,0.382285304635749,,,Main,-0.0657067274388006,0.173439235719063,N-Acetylleucine,"0.1 (-0.1, 0.2)",0.382,0.382,,HMDB0011756
Time_(joint),,,,2.41395036397448,0.101773949556139,Main,,,N-Acetylleucine,"NA (NA, NA)",,,0.102,HMDB0011756
Time_120,-0.0565528187260345,0.0311327886774965,0.0764345711994288,,,Main,-0.117573084533928,0.0044674470818586,SM 32:0;O2,"-0.1 (-0.1, 0)",0.076,0.076,,HMDB0012085
Time_235,-0.0120040055009235,0.0311327886774965,0.701757972885064,,,Main,-0.0730242713088166,0.0490162603069695,SM 32:0;O2,"0 (-0.1, 0)",0.702,0.702,,HMDB0012085
Time_(joint),,,,1.83197018184352,0.172660911243101,Main,,,SM 32:0;O2,"NA (NA, NA)",,,0.173,HMDB0012085
Time_120,-0.0554300777085459,0.0395155627439658,0.168043436382362,,,Main,-0.132880580686719,0.0220204252696271,alpha-Tocopherol,"-0.1 (-0.1, 0)",0.168,0.168,,HMDB0001893
Time_235,-0.000975289200247136,0.0395155627439658,0.980426192034411,,,Main,-0.0784257921784201,0.0764752137779258,alpha-Tocopherol,"0 (-0.1, 0.1)",0.98,0.98,,HMDB0001893
Time_(joint),,,,1.28911243594939,0.286191621021403,Main,,,alpha-Tocopherol,"NA (NA, NA)",,,0.286,HMDB0001893
Time_120,-0.0505903313329852,0.0496510098251739,0.314075324236399,,,Main,-0.147906310590326,0.0467256479243556,PC 29:0,"-0.1 (-0.1, 0)",0.314,0.314,,HMDB0007932
Time_235,0.0200475118283546,0.0496510098251739,0.688431504763325,,,Main,-0.0772684674289861,0.117363491085695,PC 29:0,"0 (-0.1, 0.1)",0.688,0.688,,HMDB0007932
Time_(joint),,,,1.07508731957945,0.350472669457465,Main,,,PC 29:0,"NA (NA, NA)",,,0.35,HMDB0007932
Time_120,0.0414045235953789,0.0326857756285745,0.212226646127119,,,Main,-0.0226595966366271,0.105468643827385,Citric and or Isocitric acid,"0 (0, 0.1)",0.212,0.212,,HMDB0000094
Time_235,-0.129510828128012,0.0326857756285745,0.00028221331266369,,,Main,-0.193574948360018,-0.0654467078960055,Citric and or Isocitric acid,"-0.1 (-0.2, -0.1)",2.8e-04,2.8e-04***,,HMDB0000094
Time_(joint),,,,14.8824521778524,1.30041141402439e-05,Main,,,Citric and or Isocitric acid,"NA (NA, NA)",,,1.3e-05***,HMDB0000094
Time_120,-0.0237464344307108,0.0302684323843211,0.437133078010133,,,Main,-0.0830725619039802,0.0355796930425585,SM 33:1;O2,"0 (-0.1, 0)",0.437,0.437,,HMDB0240608
Time_235,0.00649406440996875,0.0302684323843211,0.831157215036578,,,Main,-0.0528320630633006,0.0658201918832381,SM 33:1;O2,"0 (-0.1, 0.1)",0.831,0.831,,HMDB0240608
Time_(joint),,,,0.553223570280988,0.579226307405126,Main,,,SM 33:1;O2,"NA (NA, NA)",,,0.579,HMDB0240608
Time_120,0.0166476351192843,0.0351905292253224,0.638611674441025,,,Main,-0.0523258021623475,0.0856210724009162,LPC 26:0/0:0,"0 (-0.1, 0.1)",0.639,0.639,,HMDB0029205
Time_235,0.0127496360784419,0.0351905292253224,0.718942308774215,,,Main,-0.0562238012031899,0.0817230733600738,LPC 26:0/0:0,"0 (-0.1, 0.1)",0.719,0.719,,HMDB0029205
Time_(joint),,,,0.122443249919689,0.885070770312077,Main,,,LPC 26:0/0:0,"NA (NA, NA)",,,0.885,HMDB0029205
Time_120,-0.0141451553472843,0.0230269401001442,0.542339021252014,,,Main,-0.059277957943567,0.0309876472489984,Hex2Cer 34:1;O2,"0 (-0.1, 0)",0.542,0.542,,HMDB0006750
Time_235,0.00995700826476051,0.0230269401001442,0.667657859008373,,,Main,-0.0351757943315222,0.0550898108610432,Hex2Cer 34:1;O2,"0 (0, 0.1)",0.668,0.668,,HMDB0006750
Time_(joint),,,,0.553297735200651,0.579184453351153,Main,,,Hex2Cer 34:1;O2,"NA (NA, NA)",,,0.579,HMDB0006750
Time_120,1.27048533130704,0.137242068761584,1.06677930102087e-11,,,Main,1.00149087653433,1.53947978607974,DG 30:2,"1.3 (1, 1.5)",1.1e-11,1.1e-11***,,HMDB0007041
