genotype,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC genotype,Time_120,HMDB0007903,PC 30:2,0.21563478663831,0.0991029872261269,0.0448956913995831,,Main,0.0213929316751015,0.409876641601519
HC genotype,Time_235,HMDB0007903,PC 30:2,0.277039431130957,0.0991029872261269,0.0129619076346892,,Main,0.082797576167748,0.471281286094165
HC genotype,Time_(joint),HMDB0007903,PC 30:2,,,,0.0317963743617738,Main,,
HC genotype,Time_120,HMDB0240677,SM 33:2;O2_A,-0.00939617003117367,0.0210518763469175,0.661337427341225,,Main,-0.050657847671132,0.0318655076087846
HC genotype,Time_235,HMDB0240677,SM 33:2;O2_A,0.0218480272282489,0.0210518763469175,0.314785306608038,,Main,-0.0194136504117094,0.0631097048682072
HC genotype,Time_(joint),HMDB0240677,SM 33:2;O2_A,,,,0.338597507400687,Main,,
HC genotype,Time_120,HMDB0007866,PC 28:0,0.0190841215248512,0.0828190730681147,0.820676940359771,,Main,-0.143241261688654,0.181409504738356
HC genotype,Time_235,HMDB0007866,PC 28:0,0.102998372724634,0.0828190730681147,0.231540413268831,,Main,-0.0593270104888705,0.265323755938139
HC genotype,Time_(joint),HMDB0007866,PC 28:0,,,,0.435702854079885,Main,,
HC genotype,Time_120,HMDB0007875,PC 32:3,-0.0404968830925971,0.0446118558236243,0.377474568132533,,Main,-0.127936120506901,0.0469423543217065
HC genotype,Time_235,HMDB0007875,PC 32:3,-0.0255405381554738,0.0446118558236243,0.574936784375063,,Main,-0.112979775569777,0.0618986992588298
HC genotype,Time_(joint),HMDB0007875,PC 32:3,,,,0.663204108097118,Main,,
HC genotype,Time_120,HMDB0001492,gamma-Tocopherol,-0.115524203880249,0.0207994634969073,4.35896164071522e-05,,Main,-0.156291152334187,-0.0747572554263107
HC genotype,Time_235,HMDB0001492,gamma-Tocopherol,-0.0764101481034138,0.0207994634969073,0.00205348490084311,,Main,-0.117177096557352,-0.0356431996494755
HC genotype,Time_(joint),HMDB0001492,gamma-Tocopherol,,,,0.000154442377771991,Main,,
HC genotype,Time_120,HMDB0011588,MG 24:0,0.0391921928143862,0.0372971201783378,0.308958814545493,,Main,-0.033910162735156,0.112294548363928
HC genotype,Time_235,HMDB0011588,MG 24:0,0.0419777906138769,0.0372971201783378,0.276978744529484,,Main,-0.0311245649356653,0.115080146163419
HC genotype,Time_(joint),HMDB0011588,MG 24:0,,,,0.46983952141861,Main,,
HC genotype,Time_120,HMDB0012097,SM 32:1;O2,-0.00816406750598456,0.0177022341414701,0.65087071645246,,Main,-0.042860446423266,0.0265323114112969
HC genotype,Time_235,HMDB0012097,SM 32:1;O2,0.0164171905297377,0.0177022341414701,0.367494285829832,,Main,-0.0182791883875437,0.0511135694470192
HC genotype,Time_(joint),HMDB0012097,SM 32:1;O2,,,,0.389631188705433,Main,,
HC genotype,Time_120,HMDB0007916,PC 34:5,-0.0224856817799259,0.030071450970536,0.465464790654643,,Main,-0.0814257256821765,0.0364543621223245
HC genotype,Time_235,HMDB0007916,PC 34:5,-0.0222553831919939,0.030071450970536,0.46997059501597,,Main,-0.0811954270942444,0.0366846607102566
HC genotype,Time_(joint),HMDB0007916,PC 34:5,,,,0.69718043355931,Main,,
HC genotype,Time_120,HMDB0007870,PC 30:1,0.00942720785854488,0.0501839745266384,0.853353646985924,,Main,-0.0889333822136663,0.107787797930756
HC genotype,Time_235,HMDB0007870,PC 30:1,0.0270627507162567,0.0501839745266384,0.597125074368043,,Main,-0.0712978393559544,0.125423340788468
HC genotype,Time_(joint),HMDB0007870,PC 30:1,,,,0.862018148282814,Main,,
HC genotype,Time_120,HMDB0240613,SM 34:2;O2,-0.0239792547349491,0.0168684642822348,0.174357809849572,,Main,-0.0570414447281293,0.00908293525823118
HC genotype,Time_235,HMDB0240613,SM 34:2;O2,0.00262559057823192,0.0168684642822348,0.878255071134079,,Main,-0.0304365994149483,0.0356877805714122
HC genotype,Time_(joint),HMDB0240613,SM 34:2;O2,,,,0.250590534396495,Main,,
HC genotype,Time_120,HMDB0012085,SM 32:0;O2,-0.0264156498568203,0.0163697523309392,0.126141575666503,,Main,-0.0585003644254611,0.00566906471182041
HC genotype,Time_235,HMDB0012085,SM 32:0;O2,-0.0149685523155544,0.0163697523309392,0.374080015298103,,Main,-0.0470532668841951,0.0171161622530864
HC genotype,Time_(joint),HMDB0012085,SM 32:0;O2,,,,0.297325773883026,Main,,
HC genotype,Time_120,HMDB0001893,alpha-Tocopherol,-0.0386860164782514,0.0179613593091858,0.046843915548519,,Main,-0.0738902807242557,-0.00348175223224716
HC genotype,Time_235,HMDB0001893,alpha-Tocopherol,-0.010636599597854,0.0179613593091858,0.561997027587764,,Main,-0.0458408638438583,0.0245676646481502
HC genotype,Time_(joint),HMDB0001893,alpha-Tocopherol,,,,0.115637729671537,Main,,
HC genotype,Time_120,HMDB0007932,PC 29:0,-0.0505245414243418,0.0512892681194389,0.339243047953781,,Main,-0.151051506938442,0.0500024240897585
HC genotype,Time_235,HMDB0007932,PC 29:0,0.00359675073345727,0.0512892681194389,0.944961776669868,,Main,-0.0969302147806431,0.104123716247558
HC genotype,Time_(joint),HMDB0007932,PC 29:0,,,,0.512928477844618,Main,,
HC genotype,Time_120,HMDB0000094,Citric and or Isocitric acid,-0.0177890857879667,0.050683969551142,0.730181751313016,,Main,-0.117129666108205,0.0815514945322717
HC genotype,Time_235,HMDB0000094,Citric and or Isocitric acid,-0.0353636619388603,0.050683969551142,0.495362228691156,,Main,-0.134704242259099,0.063976918381378
HC genotype,Time_(joint),HMDB0000094,Citric and or Isocitric acid,,,,0.786796277276187,Main,,
HC genotype,Time_120,HMDB0029205,LPC 26:0/0:0,0.0385198529581266,0.0262670871654786,0.161899236909205,,Main,-0.0129636378862115,0.0900033438024647
HC genotype,Time_235,HMDB0029205,LPC 26:0/0:0,0.0269201678102538,0.0262670871654786,0.320673972698098,,Main,-0.0245633230340844,0.0784036586545919
HC genotype,Time_(joint),HMDB0029205,LPC 26:0/0:0,,,,0.346901946008493,Main,,
HC genotype,Time_120,HMDB0006750,Hex2Cer 34:1;O2,0.00580567253673859,0.0215004000316481,0.790591902855277,,Main,-0.0363351115252917,0.0479464565987689
HC genotype,Time_235,HMDB0006750,Hex2Cer 34:1;O2,0.0254515608124949,0.0215004000316481,0.253793000869994,,Main,-0.0166892232495354,0.0675923448745252
HC genotype,Time_(joint),HMDB0006750,Hex2Cer 34:1;O2,,,,0.479550270635684,Main,,
HC genotype,Time_120,HMDB0007883,PC 34:4,-0.0112462818649909,0.0250110374592234,0.658992631287413,,Main,-0.0602679152850688,0.0377753515550871
HC genotype,Time_235,HMDB0007883,PC 34:4,-0.0037561637047487,0.0250110374592234,0.882499325851144,,Main,-0.0527777971248266,0.0452654697153292
HC genotype,Time_(joint),HMDB0007883,PC 34:4,,,,0.901110053429412,Main,,
HC genotype,Time_120,HMDB0007041,DG 30:2,1.24016228244073,0.149998318999639,3.60791798474094e-07,,Main,0.946165577201436,1.53415898768002
HC genotype,Time_235,HMDB0007041,DG 30:2,1.6903249701396,0.149998318999639,5.08628160786084e-09,,Main,1.39632826490031,1.98432167537889
HC genotype,Time_(joint),HMDB0007041,DG 30:2,,,,1.48878077207361e-08,Main,,
HC genotype,Time_120,HMDB0004971,HexCer 34:1;O2,-0.000512267866232373,0.0320933727516554,0.987462216456337,,Main,-0.063415278459477,0.0623907427270122
HC genotype,Time_235,HMDB0004971,HexCer 34:1;O2,0.00938437697065793,0.0320933727516554,0.773732054013945,,Main,-0.0535186336225867,0.0722873875639025
HC genotype,Time_(joint),HMDB0004971,HexCer 34:1;O2,,,,0.941710591302566,Main,,
HC genotype,Time_120,HMDB0007936,PC 31:1,0.0186651387095723,0.0319842891257039,0.567644381153331,,Main,-0.0440240679768073,0.0813543453959519
HC genotype,Time_235,HMDB0007936,PC 31:1,0.0219588473245181,0.0319842891257039,0.50219511275263,,Main,-0.0407303593618615,0.0846480540108977
HC genotype,Time_(joint),HMDB0007936,PC 31:1,,,,0.763701955346912,Main,,
HC genotype,Time_120,HMDB0008511,PC 40:10,0.00241432637060656,0.0202516334763053,0.90658795436159,,Main,-0.0372788752429519,0.042107527984165
HC genotype,Time_235,HMDB0008511,PC 40:10,0.0205152973001178,0.0202516334763053,0.326125968263556,,Main,-0.0191779043134406,0.0602084989136763
HC genotype,Time_(joint),HMDB0008511,PC 40:10,,,,0.553915293423376,Main,,
HC genotype,Time_120,HMDB0007869,PC 30:0,-0.0257453486509013,0.03289887397713,0.445313811499759,,Main,-0.090227141646076,0.0387364443442734
HC genotype,Time_235,HMDB0007869,PC 30:0,0.003105988201124,0.03289887397713,0.925955563045967,,Main,-0.0613758047940507,0.0675877811962987
HC genotype,Time_(joint),HMDB0007869,PC 30:0,,,,0.637286713868515,Main,,
HC genotype,Time_120,HMDB0008006,PC 34:3,0.015780691598754,0.0178429740978152,0.389566528113726,,Main,-0.0191915376329638,0.0507529208304718
HC genotype,Time_235,HMDB0008006,PC 34:3,0.0583987786786666,0.0178429740978152,0.00478444827723497,,Main,0.0234265494469489,0.0933710079103844
HC genotype,Time_(joint),HMDB0008006,PC 34:3,,,,0.0132610230152418,Main,,
HC genotype,Time_120,HMDB0007940,PC 33:2,0.00149897180963004,0.0199614828936497,0.941071441562439,,Main,-0.0376255346619235,0.0406234782811835
HC genotype,Time_235,HMDB0007940,PC 33:2,0.0464994116085956,0.0199614828936497,0.0332587168054335,,Main,0.00737490513704211,0.0856239180801491
HC genotype,Time_(joint),HMDB0007940,PC 33:2,,,,0.0546652288350072,Main,,
HC genotype,Time_120,HMDB0002329,Oxalic acid,0.880523452568228,0.103714569523931,2.54352961847072e-07,,Main,0.677242896301323,1.08380400883513
HC genotype,Time_235,HMDB0002329,Oxalic acid,0.345963819503263,0.103714569523931,0.00419151354760176,,Main,0.142683263236359,0.549244375770168
HC genotype,Time_(joint),HMDB0002329,Oxalic acid,,,,1.07353123061486e-06,Main,,
HC genotype,Time_120,HMDB0008428,PC 35:4,0.0144319683391708,0.0200153325247863,0.481285262956043,,Main,-0.0247980834094104,0.053662020087752
HC genotype,Time_235,HMDB0008428,PC 35:4,0.0679935158183034,0.0200153325247863,0.00368285373051317,,Main,0.0287634640697223,0.107223567566885
HC genotype,Time_(joint),HMDB0008428,PC 35:4,,,,0.00903903601322736,Main,,
HC genotype,Time_120,HMDB0007983,PC 36:4_A,-0.0393925386782383,0.0183576715465076,0.0475718966879818,,Main,-0.0753735749093932,-0.00341150244708337
HC genotype,Time_235,HMDB0007983,PC 36:4_A,0.0381112170058531,0.0183576715465076,0.0543680528650689,,Main,0.00213018077469821,0.0740922532370081
HC genotype,Time_(joint),HMDB0007983,PC 36:4_A,,,,0.00250594593333885,Main,,
HC genotype,Time_120,HMDB0007873,PC 32:1,0.0310059976332108,0.0243616234120029,0.221294691289292,,Main,-0.0167427842543148,0.0787547795207364
HC genotype,Time_235,HMDB0007873,PC 32:1,0.0472642737754667,0.0243616234120029,0.0702008301279033,,Main,-0.000484508112058926,0.0950130556629923
HC genotype,Time_(joint),HMDB0007873,PC 32:1,,,,0.175609147367274,Main,,
HC genotype,Time_120,HMDB0011745,N-Acetylmethionine,0.0490845734908266,0.0443482031139478,0.284743937493743,,Main,-0.0378379046125112,0.136007051594164
HC genotype,Time_235,HMDB0011745,N-Acetylmethionine,-0.11671440618171,0.0443482031139478,0.0181304284977069,,Main,-0.203636884285048,-0.0297919280783724
HC genotype,Time_(joint),HMDB0011745,N-Acetylmethionine,,,,0.00536983393381134,Main,,
HC genotype,Time_120,HMDB0000402,2-Isopropylmalic acid,0.0766878286228951,0.0599159211421916,0.218819289000977,,Main,-0.0407473768158004,0.194123034061591
HC genotype,Time_235,HMDB0000402,2-Isopropylmalic acid,0.180648803976525,0.0599159211421916,0.00821753466080831,,Main,0.0632135985378293,0.29808400941522
HC genotype,Time_(joint),HMDB0000402,2-Isopropylmalic acid,,,,0.0267510400130036,Main,,
HC genotype,Time_120,HMDB0004949,Cer 34:1;O2,0.00674502453934543,0.0301863137143051,0.826015977299279,,Main,-0.0524201503406926,0.0659101994193834
HC genotype,Time_235,HMDB0004949,Cer 34:1;O2,0.0450794867472196,0.0301863137143051,0.154796243138907,,Main,-0.0140856881328185,0.104244661627258
HC genotype,Time_(joint),HMDB0004949,Cer 34:1;O2,,,,0.300435369078148,Main,,
HC genotype,Time_120,HMDB0000956,Tartaric acid,-0.0163320106725236,0.0386385320239177,0.678149481505571,,Main,-0.0920635334394022,0.059399512094355
HC genotype,Time_235,HMDB0000956,Tartaric acid,-0.105819940139158,0.0386385320239177,0.0145679968772626,,Main,-0.181551462906037,-0.0300884173722795
HC genotype,Time_(joint),HMDB0000956,Tartaric acid,,,,0.0310470806547261,Main,,
HC genotype,Time_120,HMDB0012101,SM 36:2;O2,0.00230438613280955,0.0211870822528708,0.914742242698271,,Main,-0.0392222950828173,0.0438310673484364
HC genotype,Time_235,HMDB0012101,SM 36:2;O2,0.0198221592254446,0.0211870822528708,0.363397745052324,,Main,-0.0217045219901823,0.0613488404410714
HC genotype,Time_(joint),HMDB0012101,SM 36:2;O2,,,,0.602200862747045,Main,,
HC genotype,Time_120,HMDB0007012,DG 30:1,1.10789327074952,0.274397758099064,0.000953727800900713,,Main,0.570073664875357,1.64571287662369
HC genotype,Time_235,HMDB0007012,DG 30:1,1.52269303851323,0.274397758099064,4.40142811144597e-05,,Main,0.984873432639068,2.0605126443874
HC genotype,Time_(joint),HMDB0007012,DG 30:1,,,,0.000130928097126349,Main,,
HC genotype,Time_120,HMDB0010168,SM 34:0;O2,-0.0130303766846904,0.0217881348708445,0.558178310074758,,Main,-0.0557351210315455,0.0296743676621647
HC genotype,Time_235,HMDB0010168,SM 34:0;O2,0.0120624015130296,0.0217881348708445,0.587491190772235,,Main,-0.0306423428338255,0.0547671458598847
HC genotype,Time_(joint),HMDB0010168,SM 34:0;O2,,,,0.528654258194973,Main,,
HC genotype,Time_120,HMDB0000134,Fumaric and or Maleic acid,0.0624935025390497,0.149088507867814,0.680665036264662,,Main,-0.229719972881865,0.354706977959964
HC genotype,Time_235,HMDB0000134,Fumaric and or Maleic acid,-0.0722584687455085,0.149088507867814,0.634479982382891,,Main,-0.364471944166423,0.219955006675406
HC genotype,Time_(joint),HMDB0000134,Fumaric and or Maleic acid,,,,0.670952609407011,Main,,
HC genotype,Time_120,HMDB0007025,DG 34:4,0.045793570056481,0.2694821261898,0.8671938860077,,Main,-0.482391397275528,0.57397853738849
HC genotype,Time_235,HMDB0007025,DG 34:4,0.267283450123267,0.2694821261898,0.336038799758611,,Main,-0.260901517208742,0.795468417455275
HC genotype,Time_(joint),HMDB0007025,DG 34:4,,,,0.580531615562736,Main,,
HC genotype,Time_120,HMDB0009783,PI 34:1,-0.0205077081529962,0.0318163802168334,0.528343282905121,,Main,-0.0828678133779896,0.0418523970719973
HC genotype,Time_235,HMDB0009783,PI 34:1,0.0182267764057614,0.0318163802168334,0.574693267716653,,Main,-0.044133328819232,0.0805868816307548
HC genotype,Time_(joint),HMDB0009783,PI 34:1,,,,0.491880268205924,Main,,
HC genotype,Time_120,HMDB0007991,PC 38:6,0.0230754472869787,0.0162321607977949,0.174345033758242,,Main,-0.00873958787669929,0.0548904824506566
HC genotype,Time_235,HMDB0007991,PC 38:6,0.0496360602922992,0.0162321607977949,0.00751386700646968,,Main,0.0178210251286212,0.0814510954559771
HC genotype,Time_(joint),HMDB0007991,PC 38:6,,,,0.0250577061572215,Main,,
HC genotype,Time_120,HMDB0001857,"1,3-Dimethyluric acid",-0.246460727478386,0.247074937451147,0.333362843401564,,Main,-0.730727604882635,0.237806149925863
HC genotype,Time_235,HMDB0001857,"1,3-Dimethyluric acid",-0.677461365904459,0.247074937451147,0.0144722067369449,,Main,-1.16172824330871,-0.19319448850021
HC genotype,Time_(joint),HMDB0001857,"1,3-Dimethyluric acid",,,,0.0430893533057421,Main,,
HC genotype,Time_120,HMDB0241924,N-palmitoyl glutamine,-0.0894304041076444,0.103206414976695,0.399013606536558,,Main,-0.291714977461966,0.112854169246677
HC genotype,Time_235,HMDB0241924,N-palmitoyl glutamine,0.0162699681027421,0.103206414976695,0.876708937886187,,Main,-0.186014605251579,0.218554541457064
HC genotype,Time_(joint),HMDB0241924,N-palmitoyl glutamine,,,,0.556439757011779,Main,,
HC genotype,Time_120,HMDB0240622,SM 35:1;O2,-0.00256321374952388,0.023137495750168,0.913167106082929,,Main,-0.0479127054198531,0.0427862779208054
HC genotype,Time_235,HMDB0240622,SM 35:1;O2,0.00243896280286649,0.023137495750168,0.917359349289351,,Main,-0.0429105288674628,0.0477884544731958
HC genotype,Time_(joint),HMDB0240622,SM 35:1;O2,,,,0.976929740987937,Main,,
HC genotype,Time_120,HMDB0009778,PI 32:0,0.267861336664022,0.629994811353453,0.676368489726953,,Main,-0.966928493588746,1.50265116691679
HC genotype,Time_235,HMDB0009778,PI 32:0,-0.819330297799546,0.629994811353453,0.211838886510885,,Main,-2.05412012805231,0.415459532453222
HC genotype,Time_(joint),HMDB0009778,PI 32:0,,,,0.229346321948967,Main,,
HC genotype,Time_120,HMDB0008928,PE 34:2,0.476150064843857,0.0978835948921785,0.000172189995940131,,Main,0.284298218855187,0.668001910832526
HC genotype,Time_235,HMDB0008928,PE 34:2,0.878186963357267,0.0978835948921785,1.21563548298965e-07,,Main,0.686335117368598,1.07003880934594
HC genotype,Time_(joint),HMDB0008928,PE 34:2,,,,5.62530355999961e-07,Main,,
HC genotype,Time_120,HMDB0007973,PC 34:2,0.0117772948073103,0.0160721920140038,0.474295266902133,,Main,-0.0197242015401372,0.0432787911547578
HC genotype,Time_235,HMDB0007973,PC 34:2,0.0705631503529783,0.0160721920140038,0.000456258935882163,,Main,0.0390616540055308,0.102064646700426
HC genotype,Time_(joint),HMDB0007973,PC 34:2,,,,0.000961818601760085,Main,,
HC genotype,Time_120,HMDB0008937,PE 36:4,0.272760961053666,0.0512649243817997,6.89628792812617e-05,,Main,0.172281709265339,0.373240212841993
HC genotype,Time_235,HMDB0008937,PE 36:4,0.420279067202011,0.0512649243817997,4.03119559441105e-07,,Main,0.319799815413683,0.520758318990338
HC genotype,Time_(joint),HMDB0008937,PE 36:4,,,,1.54688234024287e-06,Main,,
HC genotype,Time_120,HMDB0014581,Allopurinol,0.00196968000275,0.0108121801886127,0.857735577059511,,Main,-0.0192221931669309,0.0231615531724309
HC genotype,Time_235,HMDB0014581,Allopurinol,-0.00688535998539367,0.0108121801886127,0.533251349406594,,Main,-0.0280772331550746,0.0143065131842873
HC genotype,Time_(joint),HMDB0014581,Allopurinol,,,,0.696611835415776,Main,,
HC genotype,Time_120,HMDB0008123,PC 40:7,0.0276324952838819,0.0174994440314832,0.133888758029294,,Main,-0.0066664150178252,0.061931405585589
HC genotype,Time_235,HMDB0008123,PC 40:7,0.0585382192809491,0.0174994440314832,0.0041091180008868,,Main,0.024239308979242,0.0928371295826562
HC genotype,Time_(joint),HMDB0008123,PC 40:7,,,,0.014328307857862,Main,,
HC genotype,Time_120,HMDB0009786,PI 36:2,-0.0330666018482584,0.0651024447513089,0.618442152622905,,Main,-0.160667393560824,0.0945341898643069
HC genotype,Time_235,HMDB0009786,PI 36:2,0.022802267529119,0.0651024447513089,0.730717903405722,,Main,-0.104798524183446,0.150403059241684
HC genotype,Time_(joint),HMDB0009786,PI 36:2,,,,0.694916702405416,Main,,
HC genotype,Time_120,HMDB0009060,PE 36:3,0.589675761045738,0.076543590413653,9.0156582033035e-07,,Main,0.439650323834978,0.739701198256498
HC genotype,Time_235,HMDB0009060,PE 36:3,1.00870484748618,0.076543590413653,5.23736502686673e-10,,Main,0.858679410275421,1.15873028469694
HC genotype,Time_(joint),HMDB0009060,PE 36:3,,,,2.3925321675429e-09,Main,,
HC genotype,Time_120,HMDB0009069,PE 38:5,0.210052123645895,0.0466355290110967,0.000360454884796795,,Main,0.118646486784146,0.301457760507645
HC genotype,Time_235,HMDB0009069,PE 38:5,0.254099696212474,0.0466355290110967,5.35860904512519e-05,,Main,0.162694059350724,0.345505333074223
HC genotype,Time_(joint),HMDB0009069,PE 38:5,,,,0.000111526283976477,Main,,
HC genotype,Time_120,HMDB0001138,N-Acetylglutamic acid,-0.232556634770992,0.104155656692574,0.040201508534909,,Main,-0.436701721888438,-0.0284115476535471
HC genotype,Time_235,HMDB0001138,N-Acetylglutamic acid,-0.194811455358743,0.104155656692574,0.0798376795053917,,Main,-0.398956542476188,0.00933363175870233
HC genotype,Time_(joint),HMDB0001138,N-Acetylglutamic acid,,,,0.0859711362697574,Main,,
HC genotype,Time_120,HMDB0240629,PC 39:6,0.0255272248309227,0.0165488314154821,0.142487731076647,,Main,-0.00690848474342226,0.0579629344052677
HC genotype,Time_235,HMDB0240629,PC 39:6,0.0607296181374109,0.0165488314154821,0.00207063276930062,,Main,0.0282939085630659,0.0931653277117559
HC genotype,Time_(joint),HMDB0240629,PC 39:6,,,,0.00732623198962994,Main,,
HC genotype,Time_120,HMDB0011269,PC P-32:1,-0.0270015231494685,0.0272772285890591,0.336961465382806,,Main,-0.0804648911840244,0.0264618448850873
HC genotype,Time_235,HMDB0011269,PC P-32:1,-0.016287427747713,0.0272772285890591,0.558791730332206,,Main,-0.0697507957822689,0.0371759402868429
