genotype,meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC genotype,HC meal,Time_360,HMDB0007025,DG 34:4,0.120509497602931,0.107213375831442,0.342830727178535,,Main,-0.0896287190266942,0.330647714232557
HC genotype,HC meal,Time_(joint),HMDB0007025,DG 34:4,,,,0.342830727178535,Main,,
HC genotype,HC meal,Time_360,HMDB0009783,PI 34:1,0.129110623258526,0.082914525009358,0.217304279849025,,Main,-0.0334018457598153,0.291623092276868
HC genotype,HC meal,Time_(joint),HMDB0009783,PI 34:1,,,,0.217304279849025,Main,,
HC genotype,HC meal,Time_360,HMDB0007991,PC 38:6,0.0445484926829209,0.0408881203446995,0.355615953770111,,Main,-0.0355922231926902,0.124689208558532
HC genotype,HC meal,Time_(joint),HMDB0007991,PC 38:6,,,,0.355615953770111,Main,,
HC genotype,HC meal,Time_360,HMDB0001857,"1,3-Dimethyluric acid",-0.377821216927307,0.179585909177863,0.126102551223307,,Main,-0.729809598915918,-0.025832834938696
HC genotype,HC meal,Time_(joint),HMDB0001857,"1,3-Dimethyluric acid",,,,0.126102551223307,Main,,
HC genotype,HC meal,Time_360,HMDB0241924,N-palmitoyl glutamine,0.027289676044866,0.061965829150135,0.689448971153547,,Main,-0.0941633490893986,0.148742701179131
HC genotype,HC meal,Time_(joint),HMDB0241924,N-palmitoyl glutamine,,,,0.689448971153547,Main,,
HC genotype,HC meal,Time_360,HMDB0240622,SM 35:1;O2,0.00013684701782779,0.0202811443815992,0.99503992801768,,Main,-0.0396141959701067,0.0398878900057622
HC genotype,HC meal,Time_(joint),HMDB0240622,SM 35:1;O2,,,,0.99503992801768,Main,,
HC genotype,HC meal,Time_360,HMDB0009778,PI 32:0,-0.0363514059490981,0.238423835610919,0.888496786033605,,Main,-0.5036621237465,0.430959311848304
HC genotype,HC meal,Time_(joint),HMDB0009778,PI 32:0,,,,0.888496786033605,Main,,
HC genotype,HC meal,Time_360,HMDB0008928,PE 34:2,0.423176468835452,0.201595268715272,0.126669012348387,,Main,0.0280497421535182,0.818303195517385
HC genotype,HC meal,Time_(joint),HMDB0008928,PE 34:2,,,,0.126669012348387,Main,,
HC genotype,HC meal,Time_360,HMDB0007973,PC 34:2,0.1013110571147,0.0385770206657518,0.0785811323927409,,Main,0.0257000966098262,0.176922017619573
HC genotype,HC meal,Time_(joint),HMDB0007973,PC 34:2,,,,0.0785811323927409,Main,,
HC genotype,HC meal,Time_360,HMDB0008937,PE 36:4,0.28380559240335,0.0556545347857695,0.0145824484455603,,Main,0.174722704223242,0.392888480583459
HC genotype,HC meal,Time_(joint),HMDB0008937,PE 36:4,,,,0.0145824484455603,Main,,
HC genotype,HC meal,Time_360,HMDB0014581,Allopurinol,-0.0280076983598791,0.0111361982640285,0.0865550535554501,,Main,-0.049834646957375,-0.00618074976238329
HC genotype,HC meal,Time_(joint),HMDB0014581,Allopurinol,,,,0.08655505355545,Main,,
HC genotype,HC meal,Time_360,HMDB0008123,PC 40:7,0.0433738453289222,0.0333505046928896,0.284303514939522,,Main,-0.0219931438691413,0.108740834526986
HC genotype,HC meal,Time_(joint),HMDB0008123,PC 40:7,,,,0.284303514939522,Main,,
HC genotype,HC meal,Time_360,HMDB0009786,PI 36:2,0.268528757640926,0.0444373049341167,0.00908868452191646,,Main,0.181431639970057,0.355625875311795
HC genotype,HC meal,Time_(joint),HMDB0009786,PI 36:2,,,,0.00908868452191646,Main,,
HC genotype,HC meal,Time_360,HMDB0009060,PE 36:3,0.308833682234251,0.0955011177562411,0.0178246506755657,,Main,0.121651491432019,0.496015873036484
HC genotype,HC meal,Time_(joint),HMDB0009060,PE 36:3,,,,0.0178246506755657,Main,,
HC genotype,HC meal,Time_360,HMDB0009069,PE 38:5,0.162674976342203,0.0501697422603369,0.0477605634516594,,Main,0.0643422815119424,0.261007671172463
HC genotype,HC meal,Time_(joint),HMDB0009069,PE 38:5,,,,0.0477605634516594,Main,,
HC genotype,HC meal,Time_360,HMDB0001138,N-Acetylglutamic acid,0.0943111897851985,0.0821046415442952,0.333972754221491,,Main,-0.0666139076416201,0.255236287212017
HC genotype,HC meal,Time_(joint),HMDB0001138,N-Acetylglutamic acid,,,,0.333972754221491,Main,,
HC genotype,HC meal,Time_360,HMDB0240629,PC 39:6,0.0332314595392487,0.041158494423461,0.478514814130656,,Main,-0.0474391895307349,0.113902108609232
HC genotype,HC meal,Time_(joint),HMDB0240629,PC 39:6,,,,0.478514814130656,Main,,
HC genotype,HC meal,Time_360,HMDB0011269,PC P-32:1,0.0300292333464256,0.0343265337817246,0.446068226308847,,Main,-0.0372507728657546,0.0973092395586058
HC genotype,HC meal,Time_(joint),HMDB0011269,PC P-32:1,,,,0.446068226308847,Main,,
HC genotype,HC meal,Time_360,HMDB0013404,PC O-32:1,0.0460250395521023,0.0108429066168847,0.0239501006401037,,Main,0.0247729425830083,0.0672771365211962
HC genotype,HC meal,Time_(joint),HMDB0013404,PC O-32:1,,,,0.0239501006401037,Main,,
HC genotype,HC meal,Time_360,HMDB0001348,SM 36:1;O2,0.00903949772657597,0.0209665461311136,0.695469500809821,,Main,-0.0320549326904066,0.0501339281435586
HC genotype,HC meal,Time_(joint),HMDB0001348,SM 36:1;O2,,,,0.695469500809821,Main,,
HC genotype,HC meal,Time_360,HMDB0007946,PC 35:2,0.07721503594545,0.0409294690834773,0.155685707278788,,Main,-0.00300672345816555,0.157436795349066
HC genotype,HC meal,Time_(joint),HMDB0007946,PC 35:2,,,,0.155685707278788,Main,,
HC genotype,HC meal,Time_360,HMDB0011229,PC P-38:6,0.00109392207680159,0.0288874493349069,0.972171594500055,,Main,-0.0555254786196159,0.0577133227732191
HC genotype,HC meal,Time_(joint),HMDB0011229,PC P-38:6,,,,0.972171594500055,Main,,
HC genotype,HC meal,Time_360,HMDB0007011,DG 30:0,-0.0511946517000967,0.289061090809856,0.870706990255785,,Main,-0.617754389687414,0.515365086287221
HC genotype,HC meal,Time_(joint),HMDB0007011,DG 30:0,,,,0.870706990255785,Main,,
HC genotype,HC meal,Time_360,HMDB0007132,DG 34:3,-0.0894635314096988,0.217003893230419,0.707833125038622,,Main,-0.51479116214132,0.335864099321922
HC genotype,HC meal,Time_(joint),HMDB0007132,DG 34:3,,,,0.707833125038622,Main,,
HC genotype,HC meal,Time_360,HMDB0011205,PC P-31:0,0.136653938399355,0.171886611667212,0.484689187364656,,Main,-0.20024382046838,0.47355169726709
HC genotype,HC meal,Time_(joint),HMDB0011205,PC P-31:0,,,,0.484689187364656,Main,,
HC genotype,HC meal,Time_360,HMDB0011420,PE P-38:6,0.0354662493912734,0.0493777886647246,0.524479612966712,,Main,-0.0613142163915868,0.132246715174134
HC genotype,HC meal,Time_(joint),HMDB0011420,PE P-38:6,,,,0.524479612966712,Main,,
HC genotype,HC meal,Time_360,HMDB0001889,Theophylline,0.079099176709228,0.0753927809265674,0.371169681194111,,Main,-0.0686706739068441,0.2268690273253
HC genotype,HC meal,Time_(joint),HMDB0001889,Theophylline,,,,0.371169681194111,Main,,
HC genotype,HC meal,Time_360,HMDB0013409,PC O-38:6,0.0172352814761715,0.0238482689591217,0.522106265372096,,Main,-0.0295073256837071,0.0639778886360501
HC genotype,HC meal,Time_(joint),HMDB0013409,PC O-38:6,,,,0.522106265372096,Main,,
HC genotype,HC meal,Time_360,HMDB0007955,PC 37:4,0.0463961514474036,0.0313349345508145,0.23527960222924,,Main,-0.0150203202721927,0.107812623167
HC genotype,HC meal,Time_(joint),HMDB0007955,PC 37:4,,,,0.23527960222924,Main,,
HC genotype,HC meal,Time_360,HMDB0011211,PC P-34:2,-0.00516822144027885,0.0125317353183962,0.707738494205197,,Main,-0.0297304226643355,0.0193939797837778
HC genotype,HC meal,Time_(joint),HMDB0011211,PC P-34:2,,,,0.707738494205197,Main,,
HC genotype,HC meal,Time_360,HMDB0011343,PE P-34:2,-0.0358697262363243,0.0211294803440829,0.188146065878272,,Main,-0.0772835077107268,0.00554405523807816
HC genotype,HC meal,Time_(joint),HMDB0011343,PE P-34:2,,,,0.188146065878272,Main,,
HC genotype,HC meal,Time_360,HMDB0011151,PC P-34:1,0.0203206795625306,0.0202917977374191,0.390414096209617,,Main,-0.0194512440028109,0.0600926031278721
HC genotype,HC meal,Time_(joint),HMDB0011151,PC P-34:1,,,,0.390414096209617,Main,,
HC genotype,HC meal,Time_360,HMDB0007972,PC 34:1,0.0415183727339255,0.0292725045351056,0.251125952255258,,Main,-0.0158557361548815,0.0988924816227324
HC genotype,HC meal,Time_(joint),HMDB0007972,PC 34:1,,,,0.251125952255258,Main,,
HC genotype,HC meal,Time_360,HMDB0011410,PE P-36:4,0.00123425557767476,0.0175984177659958,0.948500063686096,,Main,-0.0332586432436771,0.0357271543990266
HC genotype,HC meal,Time_(joint),HMDB0011410,PE P-36:4,,,,0.948500063686096,Main,,
HC genotype,HC meal,Time_360,HMDB0008927,PE 34:1,0.347588985108276,0.154428636969509,0.109856046029613,,Main,0.0449088566480378,0.650269113568514
HC genotype,HC meal,Time_(joint),HMDB0008927,PE 34:1,,,,0.109856046029613,Main,,
HC genotype,HC meal,Time_360,HMDB0007937,PC 33:0,0.0300741017105466,0.0317376859515713,0.413249143625024,,Main,-0.0321317627545332,0.0922799661756263
HC genotype,HC meal,Time_(joint),HMDB0007937,PC 33:0,,,,0.413249143625024,Main,,
HC genotype,HC meal,Time_360,HMDB0013435,PC O-36:4,0.0162028103125991,0.0261745131207931,0.579725260467235,,Main,-0.0350992354041553,0.0675048560293535
HC genotype,HC meal,Time_(joint),HMDB0013435,PC O-36:4,,,,0.579725260467235,Main,,
HC genotype,HC meal,Time_360,HMDB0007257,DG 38:6,0.760594762045367,0.680129649129249,0.344914229559357,,Main,-0.572459350247961,2.0936488743387
HC genotype,HC meal,Time_(joint),HMDB0007257,DG 38:6,,,,0.344914229559357,Main,,
HC genotype,HC meal,Time_360,HMDB0007248,DG 36:4,0.285967570710653,0.0973345406032578,0.0606085525802417,,Main,0.095191871128268,0.476743270293039
HC genotype,HC meal,Time_(joint),HMDB0007248,DG 36:4,,,,0.0606085525802417,Main,,
HC genotype,HC meal,Time_360,HMDB0011460,PE P-40:7,0.0254585340214745,0.0363422048355366,0.534043220405692,,Main,-0.0457721874561774,0.0966892554991263
HC genotype,HC meal,Time_(joint),HMDB0011460,PE P-40:7,,,,0.534043220405692,Main,,
HC genotype,HC meal,Time_360,HMDB0007099,DG 32:1,0.448041753490035,0.337055542801874,0.275801941739806,,Main,-0.212587110401637,1.10867061738171
HC genotype,HC meal,Time_(joint),HMDB0007099,DG 32:1,,,,0.275801941739806,Main,,
HC genotype,HC meal,Time_360,HMDB0012087,SM 36:0;O2,-0.0136254241121279,0.0228406467956951,0.592829680674304,,Main,-0.0583930918316904,0.0311422436074346
HC genotype,HC meal,Time_(joint),HMDB0012087,SM 36:0;O2,,,,0.592829680674304,Main,,
HC genotype,HC meal,Time_360,HMDB0011294,PC P-40:6,0.014423929155523,0.0169296815038902,0.456830629194286,,Main,-0.0187582465921018,0.0476061049031479
HC genotype,HC meal,Time_(joint),HMDB0011294,PC P-40:6,,,,0.456830629194286,Main,,
HC genotype,HC meal,Time_360,HMDB0009012,PE 40:6,0.766167362191755,0.24583842017244,0.052612584155,,Main,0.284324058653773,1.24801066572974
HC genotype,HC meal,Time_(joint),HMDB0009012,PE 40:6,,,,0.052612584155,Main,,
HC genotype,HC meal,Time_360,HMDB0240667,PI 36:1,-0.00222822965715963,0.091042166367751,0.982010915746133,,Main,-0.180670875737952,0.176214416423632
HC genotype,HC meal,Time_(joint),HMDB0240667,PI 36:1,,,,0.982010915746133,Main,,
HC genotype,HC meal,Time_360,HMDB0011319,PC P-38:5,0.00746241049507995,0.0169639717897031,0.689774054554573,,Main,-0.0257869742127381,0.040711795202898
HC genotype,HC meal,Time_(joint),HMDB0011319,PC P-38:5,,,,0.689774054554573,Main,,
HC genotype,HC meal,Time_360,HMDB0008057,PC 40:6,0.0547309688893523,0.0322988272876955,0.188739253136194,,Main,-0.00857473259453084,0.118036670373235
HC genotype,HC meal,Time_(joint),HMDB0008057,PC 40:6,,,,0.188739253136194,Main,,
HC genotype,HC meal,Time_360,HMDB0013429,PC O-36:3,0.0100134774848506,0.0186222859164081,0.628102598830609,,Main,-0.0264862029113094,0.0465131578810106
HC genotype,HC meal,Time_(joint),HMDB0013429,PC O-36:3,,,,0.628102598830609,Main,,
HC genotype,HC meal,Time_360,HMDB0011328,PC P-40:7,-0.030208264572579,0.0133620056539814,0.108849691593579,,Main,-0.0563977956543825,-0.0040187334907754
HC genotype,HC meal,Time_(joint),HMDB0011328,PC P-40:7,,,,0.108849691593579,Main,,
HC genotype,HC meal,Time_360,HMDB0011387,PE P-38:5,0.0114486966728258,0.0226230050753654,0.647656581352988,,Main,-0.0328923932748904,0.055789786620542
HC genotype,HC meal,Time_(joint),HMDB0011387,PE P-38:5,,,,0.647656581352988,Main,,
HC genotype,HC meal,Time_360,HMDB0013432,PC O-38:5,0.0160401497858516,0.0271852801939853,0.596664192469869,,Main,-0.0372429993943597,0.0693232989660628
HC genotype,HC meal,Time_(joint),HMDB0013432,PC O-38:5,,,,0.596664192469869,Main,,
HC genotype,HC meal,Time_360,HMDB0007896,PC P-32:0,-0.000747795054230949,0.0239188876457576,0.977022816778407,,Main,-0.0476288148399157,0.0461332247314538
HC genotype,HC meal,Time_(joint),HMDB0007896,PC P-32:0,,,,0.977022816778407,Main,,
HC genotype,HC meal,Time_360,HMDB0008994,PE 36:2,0.341345428978279,0.1314435551635,0.0408319681745041,,Main,0.0837160608578196,0.598974797098738
HC genotype,HC meal,Time_(joint),HMDB0008994,PE 36:2,,,,0.040831968174504,Main,,
HC genotype,HC meal,Time_360,HMDB0008039,PC 36:2,0.105597508024446,0.0433354421354454,0.092769177685821,,Main,0.0206600414389726,0.190534974609918
HC genotype,HC meal,Time_(joint),HMDB0008039,PC 36:2,,,,0.092769177685821,Main,,
HC genotype,HC meal,Time_360,HMDB0009003,PE 38:4,0.173464917170975,0.0424820858754587,0.0265347922257706,,Main,0.0902000288550757,0.256729805486874
HC genotype,HC meal,Time_(joint),HMDB0009003,PE 38:4,,,,0.0265347922257706,Main,,
HC genotype,HC meal,Time_360,HMDB0008048,PC 38:4,0.068611775220326,0.0300787691534184,0.106830018294567,,Main,0.00965738767962591,0.127566162761026
HC genotype,HC meal,Time_(joint),HMDB0008048,PC 38:4,,,,0.106830018294567,Main,,
HC genotype,HC meal,Time_360,HMDB0013422,PC P-40:5,0.038104210964601,0.0346464591122588,0.351757476565831,,Main,-0.0298028488954262,0.106011270824628
HC genotype,HC meal,Time_(joint),HMDB0013422,PC P-40:5,,,,0.351757476565831,Main,,
HC genotype,HC meal,Time_360,HMDB0256160,PC 35:1,0.0493758623642471,0.0406144305635003,0.311030369630298,,Main,-0.0302284215402134,0.128980146268708
HC genotype,HC meal,Time_(joint),HMDB0256160,PC 35:1,,,,0.311030369630298,Main,,
HC genotype,HC meal,Time_360,HMDB0008312,PC 40:5,0.0441211317901282,0.0477631651235069,0.423748593557798,,Main,-0.0494946718519453,0.137736935432202
HC genotype,HC meal,Time_(joint),HMDB0008312,PC 40:5,,,,0.423748593557798,Main,,
HC genotype,HC meal,Time_360,HMDB0007103,DG 34:2,0.0887950664891262,0.156215111221259,0.609517903259383,,Main,-0.217386551504541,0.394976684482793
HC genotype,HC meal,Time_(joint),HMDB0007103,DG 34:2,,,,0.609517903259383,Main,,
HC genotype,HC meal,Time_360,HMDB0240644,SM 42:4;O2,-0.00453680124893194,0.043900299710357,0.92421153239938,,Main,-0.0905813886812317,0.0815077861833678
HC genotype,HC meal,Time_(joint),HMDB0240644,SM 42:4;O2,,,,0.92421153239938,Main,,
HC genotype,HC meal,Time_360,HMDB0011210,PC P-34:1,-0.010202825001599,0.0426418118756894,0.826312682686974,,Main,-0.0937807762779503,0.0733751262747522
HC genotype,HC meal,Time_(joint),HMDB0011210,PC P-34:1,,,,0.826312682686974,Main,,
HC genotype,HC meal,Time_360,HMDB0013426,PC O-34:1,0.00799896780220166,0.0414510894707771,0.8593050098502,,Main,-0.0732451675605215,0.0892431031649248
HC genotype,HC meal,Time_(joint),HMDB0013426,PC O-34:1,,,,0.8593050098502,Main,,
HC genotype,HC meal,Time_360,HMDB0007970,PC 34:0,0.0282166074723769,0.0521786641048172,0.626236605944434,,Main,-0.0740535741730648,0.130486789117819
HC genotype,HC meal,Time_(joint),HMDB0007970,PC 34:0,,,,0.626236605944434,Main,,
HC genotype,HC meal,Time_360,HMDB0240676,SM 39:2;O2,0.00614925807214939,0.0410388736968515,0.890397848114972,,Main,-0.0742869343736796,0.0865854505179784
HC genotype,HC meal,Time_(joint),HMDB0240676,SM 39:2;O2,,,,0.890397848114972,Main,,
HC genotype,HC meal,Time_360,HMDB0008047,PC 38:3,0.0451710277613486,0.0602667030179022,0.507965468549358,,Main,-0.0729517101537396,0.163293765676437
HC genotype,HC meal,Time_(joint),HMDB0008047,PC 38:3,,,,0.507965468549358,Main,,
HC genotype,HC meal,Time_360,HMDB0007199,DG 38:5,0.185122250365005,0.0880003921156633,0.12612600951537,,Main,0.0126414818183049,0.357603018911705
HC genotype,HC meal,Time_(joint),HMDB0007199,DG 38:5,,,,0.12612600951537,Main,,
HC genotype,HC meal,Time_360,HMDB0011238,PC P-33:0,-0.0491961964554228,0.0541436082412382,0.430536383543071,,Main,-0.15531766860825,0.0569252756974041
HC genotype,HC meal,Time_(joint),HMDB0011238,PC P-33:0,,,,0.430536383543071,Main,,
HC genotype,HC meal,Time_360,HMDB0013420,PC O-38:4,0.00797694324677434,0.039546458721257,0.853045947639376,,Main,-0.0695341158468893,0.085488002340438
HC genotype,HC meal,Time_(joint),HMDB0013420,PC O-38:4,,,,0.853045947639376,Main,,
HC genotype,HC meal,Time_360,HMDB0007219,DG 36:3,0.208075397006425,0.0423641317190704,0.0161626478238062,,Main,0.125041698837047,0.291109095175803
HC genotype,HC meal,Time_(joint),HMDB0007219,DG 36:3,,,,0.0161626478238062,Main,,
HC genotype,HC meal,Time_360,HMDB0011394,PE P-40:6,0.0164079106591012,0.0340919405777757,0.663237905037959,,Main,-0.0504122928733391,0.0832281141915415
HC genotype,HC meal,Time_(joint),HMDB0011394,PE P-40:6,,,,0.663237905037959,Main,,
HC genotype,HC meal,Time_360,HMDB0256163,PC 37:2,0.0781274332139219,0.0571397049169113,0.264963653091956,,Main,-0.0338663884232243,0.190121254851068
HC genotype,HC meal,Time_(joint),HMDB0256163,PC 37:2,,,,0.264963653091956,Main,,
HC genotype,HC meal,Time_360,HMDB0007098,DG 32:0,-0.0050573004932235,0.056992054005426,0.934882888514198,,Main,-0.116761726343858,0.106647125357411
HC genotype,HC meal,Time_(joint),HMDB0007098,DG 32:0,,,,0.934882888514198,Main,,
HC genotype,HC meal,Time_360,HMDB0008702,PC 42:6,0.0124198042148258,0.0546854193497034,0.827875945251385,,Main,-0.0947636177105929,0.119603226140245
HC genotype,HC meal,Time_(joint),HMDB0008702,PC 42:6,,,,0.827875945251385,Main,,
HC genotype,HC meal,Time_360,HMDB0011261,PC P-40:5,-0.00820018157124736,0.037798530344832,0.842167753387628,,Main,-0.0822853010471182,0.0658849379046234
HC genotype,HC meal,Time_(joint),HMDB0011261,PC P-40:5,,,,0.842167753387628,Main,,
HC genotype,HC meal,Time_360,HMDB0007080,DG 35:2,0.164713057063381,0.214836849452379,0.499075846364322,,Main,-0.256367167863282,0.585793281990043
HC genotype,HC meal,Time_(joint),HMDB0007080,DG 35:2,,,,0.499075846364322,Main,,
HC genotype,HC meal,Time_360,HMDB0000289,Uric acid,-0.041013994724878,0.142106431461995,0.791669555609432,,Main,-0.319542600390389,0.237514610940633
HC genotype,HC meal,Time_(joint),HMDB0000289,Uric acid,,,,0.791669555609432,Main,,
HC genotype,HC meal,Time_360,HMDB0012102,SM 38:1;O2,-0.0178084739008495,0.0360710583665662,0.65539832212437,,Main,-0.0885077482993192,0.0528908004976202
HC genotype,HC meal,Time_(joint),HMDB0012102,SM 38:1;O2,,,,0.65539832212437,Main,,
HC genotype,HC meal,Time_360,HMDB0011441,PE P-36:2,-0.00539019417612607,0.016779587229212,0.769111104773058,,Main,-0.0382781851453816,0.0274977967931295
HC genotype,HC meal,Time_(joint),HMDB0011441,PE P-36:2,,,,0.769111104773058,Main,,
HC genotype,HC meal,Time_360,HMDB0008993,PE 36:1,0.321028718549076,0.169426137621944,0.106937990285436,,Main,-0.0110465111899343,0.653103948288087
HC genotype,HC meal,Time_(joint),HMDB0008993,PE 36:1,,,,0.106937990285436,Main,,
HC genotype,HC meal,Time_360,HMDB0011244,PC P-36:2,-0.0292126938379304,0.0279812438074099,0.37320170871965,,Main,-0.0840559317004539,0.0256305440245931
HC genotype,HC meal,Time_(joint),HMDB0011244,PC P-36:2,,,,0.37320170871965,Main,,
HC genotype,HC meal,Time_360,HMDB0008038,PC 36:1,0.0404066829234962,0.0510684376290524,0.486596916628446,,Main,-0.0596874548294465,0.140500820676439
HC genotype,HC meal,Time_(joint),HMDB0008038,PC 36:1,,,,0.486596916628446,Main,,
HC genotype,HC meal,Time_360,HMDB0013418,PC O-36:2,-0.00888568131015433,0.031474962040349,0.796062571630011,,Main,-0.0705766069092385,0.0528052442889298
HC genotype,HC meal,Time_(joint),HMDB0013418,PC O-36:2,,,,0.796062571630011,Main,,
HC genotype,HC meal,Time_360,HMDB0008342,PC 40:4,0.0197874340923505,0.0413195730511301,0.66475716087908,,Main,-0.0611989290878645,0.100773797272566
HC genotype,HC meal,Time_(joint),HMDB0008342,PC 40:4,,,,0.66475716087908,Main,,
HC genotype,HC meal,Time_360,HMDB0000152,Gentisic acid,0.048341136754974,0.0232141885961136,0.128707630311943,,Main,0.00284132710659125,0.0938409464033567
HC genotype,HC meal,Time_(joint),HMDB0000152,Gentisic acid,,,,0.128707630311943,Main,,
HC genotype,HC meal,Time_360,HMDB0007170,DG 38:4_A,0.368549262724457,0.129249597637125,0.0650313287743789,,Main,0.115220051355693,0.621878474093221
HC genotype,HC meal,Time_(joint),HMDB0007170,DG 38:4_A,,,,0.0650313287743789,Main,,
HC genotype,HC meal,Time_360,HMDB0007102,DG 34:1,0.231239093467204,0.151355101984762,0.224017780925531,,Main,-0.0654169064229302,0.527895093357338
HC genotype,HC meal,Time_(joint),HMDB0007102,DG 34:1,,,,0.224017780925531,Main,,
