Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome
Time_(joint),,,,0.470505416407755,0.62893954665364,Main,,,AMP,"NA (NA, NA)",,,0.629,HMDB0000045
Time_120,-0.220790347968581,0.0287919339426389,9.68749343152685e-09,,,Main,-0.277222538496153,-0.164358157441009,LPC O-18:0/0:0,"-0.2 (-0.3, -0.2)",9.7e-09,9.7e-09***,,HMDB0011149
Time_235,-0.230705318545817,0.0287919339426389,3.79151098499665e-09,,,Main,-0.287137509073389,-0.174273128018245,LPC O-18:0/0:0,"-0.2 (-0.3, -0.2)",3.8e-09,3.8e-09***,,HMDB0011149
Time_(joint),,,,41.0432850785054,1.46773371241315e-09,Main,,,LPC O-18:0/0:0,"NA (NA, NA)",,,1.5e-09***,HMDB0011149
Time_120,0.00485011961160187,0.0276643669854233,0.861932791041215,,,Main,-0.0493720396798278,0.0590722789030316,MG 18:0,"0 (0, 0.1)",0.862,0.862,,HMDB0011131
Time_235,-0.0258411358739766,0.0276643669854233,0.357250561446722,,,Main,-0.0800632951654063,0.0283810234174531,MG 18:0,"0 (-0.1, 0)",0.357,0.357,,HMDB0011131
Time_(joint),,,,0.711356949023861,0.498577035956676,Main,,,MG 18:0,"NA (NA, NA)",,,0.499,HMDB0011131
Time_120,-0.187230592097027,0.0374335247930685,1.97747711964095e-05,,,Main,-0.260600300691441,-0.113860883502612,cis-Aconitic acid,"-0.2 (-0.3, -0.1)",2.0e-05,2.0e-05***,,HMDB0000072
Time_235,-0.0809571834922249,0.0374335247930685,0.0381446912990135,,,Main,-0.154326892086639,-0.00758747489781063,cis-Aconitic acid,"-0.1 (-0.2, 0)",0.038,0.038*,,HMDB0000072
Time_(joint),,,,12.584641948951,9.28529307203547e-05,Main,,,cis-Aconitic acid,"NA (NA, NA)",,,9.3e-05***,HMDB0000072
Time_120,-0.165936881890252,0.249447452134118,0.510677641718336,,,Main,-0.654853888073123,0.322980124292618,N-Myristoylglycine,"-0.2 (-0.7, 0.3)",0.511,0.511,,HMDB0013250
Time_235,-0.283965754139835,0.249447452134118,0.263413474617236,,,Main,-0.772882760322705,0.204951252043035,N-Myristoylglycine,"-0.3 (-0.8, 0.2)",0.263,0.263,,HMDB0013250
Time_(joint),,,,0.654101051097921,0.526720952967209,Main,,,N-Myristoylglycine,"NA (NA, NA)",,,0.527,HMDB0013250
Time_120,-0.0535911268054511,0.0194682812497612,0.00965579364174591,,,Main,-0.0917489580549831,-0.015433295555919,LPC 20:0/0:0,"-0.1 (-0.1, 0)",9.7e-03,9.7e-03**,,HMDB0010390
Time_235,-0.103689593509205,0.0194682812497612,7.69359921136768e-06,,,Main,-0.141847424758737,-0.0655317622596725,LPC 20:0/0:0,"-0.1 (-0.1, -0.1)",7.7e-06,7.7e-06***,,HMDB0010390
Time_(joint),,,,14.1889201210584,3.87577421315994e-05,Main,,,LPC 20:0/0:0,"NA (NA, NA)",,,3.9e-05***,HMDB0010390
Time_120,-0.0831988638181798,0.0260719160873371,0.00316929218718715,,,Main,-0.13429981934936,-0.0320979082869991,LPC 22:1/0:0,"-0.1 (-0.1, 0)",3.2e-03,3.2e-03**,,HMDB0010399
Time_235,-0.145192466415393,0.0260719160873371,3.79410065525254e-06,,,Main,-0.196293421946574,-0.0940915108842123,LPC 22:1/0:0,"-0.1 (-0.2, -0.1)",3.8e-06,3.8e-06***,,HMDB0010399
Time_(joint),,,,15.6166988997485,1.85041647671852e-05,Main,,,LPC 22:1/0:0,"NA (NA, NA)",,,1.9e-05***,HMDB0010399
Time_120,0.0277790944303926,0.0247220494313966,0.269517981031024,,,Main,-0.0206761224551446,0.0762343113159299,MG 19:0,"0 (0, 0.1)",0.27,0.27,,HMDB0072839
Time_235,-0.0229858783685661,0.0247220494313966,0.359450258111896,,,Main,-0.0714410952541033,0.0254693385169711,MG 19:0,"0 (-0.1, 0)",0.359,0.359,,HMDB0072839
Time_(joint),,,,2.11455047609462,0.137239378730989,Main,,,MG 19:0,"NA (NA, NA)",,,0.137,HMDB0072839
Time_120,-0.000481918298832203,0.0223356578466914,0.982920010147165,,,Main,-0.0442598076783472,0.0432959710806828,MG 20:0,"0 (0, 0)",0.983,0.983,,HMDB0011572
Time_235,-0.0278882370101047,0.0223356578466913,0.220870407356341,,,Main,-0.0716661263896197,0.0158896523694104,MG 20:0,"0 (-0.1, 0)",0.221,0.221,,HMDB0011572
Time_(joint),,,,1.02168014682216,0.371433366978048,Main,,,MG 20:0,"NA (NA, NA)",,,0.371,HMDB0011572
Time_120,-0.596065148810908,0.0781235917503086,1.0774197029404e-08,,,Main,-0.749187388641513,-0.442942908980303,Oxypurinol,"-0.6 (-0.7, -0.4)",1.1e-08,1.1e-08***,,HMDB0000786
Time_235,-0.751488690816506,0.0781235917503086,5.81021308717322e-11,,,Main,-0.904610930647111,-0.598366450985901,Oxypurinol,"-0.8 (-0.9, -0.6)",5.8e-11,5.8e-11***,,HMDB0000786
Time_(joint),,,,51.5669705463643,9.77616567028423e-11,Main,,,Oxypurinol,"NA (NA, NA)",,,9.8e-11***,HMDB0000786
Time_120,0.000711430039467145,0.0179665277289492,0.968660020427834,,,Main,-0.0345029643092732,0.0359258243882075,LPC 22:0/0:0,"0 (0, 0)",0.969,0.969,,HMDB0010398
Time_235,-0.0413438049622372,0.0179665277289492,0.0280459008575339,,,Main,-0.0765581993109775,-0.00612941061349678,LPC 22:0/0:0,"0 (-0.1, 0)",0.028,0.028*,,HMDB0010398
Time_(joint),,,,3.59200842440252,0.0391432046266453,Main,,,LPC 22:0/0:0,"NA (NA, NA)",,,0.039*,HMDB0010398
Time_120,0.000102822870032796,0.022283025352437,0.996346899118076,,,Main,-0.0435719068207436,0.0437775525608092,LPC 24:1/0:0,"0 (0, 0)",0.996,0.996,,HMDB0010406
Time_235,-0.0559645726249901,0.022283025352437,0.0172626894497172,,,Main,-0.0996393023157665,-0.0122898429342137,LPC 24:1/0:0,"-0.1 (-0.1, 0)",0.017,0.017*,,HMDB0010406
Time_(joint),,,,4.2129418945205,0.0237600461312932,Main,,,LPC 24:1/0:0,"NA (NA, NA)",,,0.024*,HMDB0010406
Time_120,-0.0132255765548667,0.0164890770566174,0.428422660153831,,,Main,-0.0455441675858367,0.0190930144761033,SM 30:1;O2,"0 (0, 0)",0.428,0.428,,HMDB0012096
Time_235,-0.00230892045262089,0.0164890770566174,0.889516111544031,,,Main,-0.0346275114835909,0.0300096705783491,SM 30:1;O2,"0 (0, 0)",0.89,0.89,,HMDB0012096
Time_(joint),,,,0.367085636774077,0.695629588423345,Main,,,SM 30:1;O2,"NA (NA, NA)",,,0.696,HMDB0012096
Time_120,0.0070602008787872,0.0157161157859792,0.656291375990685,,,Main,-0.023743386061732,0.0378637878193064,Cholestenone,"0 (0, 0)",0.656,0.656,,HMDB0000921
Time_235,0.0153534082250338,0.0157161157859792,0.335936134322816,,,Main,-0.0154501787154854,0.046156995165553,Cholestenone,"0 (0, 0)",0.336,0.336,,HMDB0000921
Time_(joint),,,,0.478213472918396,0.624248814098658,Main,,,Cholestenone,"NA (NA, NA)",,,0.624,HMDB0000921
Time_120,0.0222793576544338,0.0526169369822426,0.674817251091387,,,Main,-0.0808498388307618,0.125408554139629,MG 22:0,"0 (-0.1, 0.1)",0.675,0.675,,HMDB0011581
Time_235,-0.0555582814753329,0.0526169369822426,0.29892036183469,,,Main,-0.158687477960528,0.0475709150098626,MG 22:0,"-0.1 (-0.2, 0)",0.299,0.299,,HMDB0011581
Time_(joint),,,,1.16087460275758,0.32605362772263,Main,,,MG 22:0,"NA (NA, NA)",,,0.326,HMDB0011581
Time_120,0.0656381084850913,0.0405867748567596,0.115645708170319,,,Main,-0.0139119702341575,0.14518818720434,LPE 24:0/0:0,"0.1 (0, 0.1)",0.116,0.116,,HMDB0011527
Time_235,0.0764273649176592,0.0405867748567596,0.0688095044368278,,,Main,-0.00312271380158961,0.155977443636908,LPE 24:0/0:0,"0.1 (0, 0.2)",0.069,0.069,,HMDB0011527
Time_(joint),,,,2.07733804177337,0.141829983914985,Main,,,LPE 24:0/0:0,"NA (NA, NA)",,,0.142,HMDB0011527
Time_120,0.0106702813436491,0.0216757944792689,0.625890997608733,,,Main,-0.031814275835718,0.0531548385230162,Cholesterol,"0 (0, 0.1)",0.626,0.626,,HMDB0000067
Time_235,0.0217644641570905,0.0216757944792689,0.322867562709928,,,Main,-0.0207200930222766,0.0642490213364576,Cholesterol,"0 (0, 0.1)",0.323,0.323,,HMDB0000067
Time_(joint),,,,0.504162832742084,0.608728626393602,Main,,,Cholesterol,"NA (NA, NA)",,,0.609,HMDB0000067
Time_120,-0.0149205440285686,0.027277065256288,0.588173657164635,,,Main,-0.068383591930893,0.0385425038737558,LPC 26:1/0:0,"0 (-0.1, 0)",0.588,0.588,,HMDB0029220
Time_235,0.004351371230305,0.027277065256288,0.874257993026316,,,Main,-0.0491116766720194,0.0578144191326294,LPC 26:1/0:0,"0 (0, 0.1)",0.874,0.874,,HMDB0029220
Time_(joint),,,,0.274611218492032,0.761640029678127,Main,,,LPC 26:1/0:0,"NA (NA, NA)",,,0.762,HMDB0029220
Time_120,0.242089397524333,0.0763503304948227,0.00334246004950444,,,Main,0.092442749754481,0.391736045294186,PC 30:2,"0.2 (0.1, 0.4)",3.3e-03,3.3e-03**,,HMDB0007903
Time_235,0.29507380316833,0.0763503304948227,0.000511358254685334,,,Main,0.145427155398478,0.444720450938183,PC 30:2,"0.3 (0.1, 0.4)",5.1e-04,5.1e-04***,,HMDB0007903
Time_(joint),,,,8.49051712195956,0.00110141867263276,Main,,,PC 30:2,"NA (NA, NA)",,,1.1e-03**,HMDB0007903
Time_120,-0.0137006801730983,0.0172069416144174,0.431766066160724,,,Main,-0.0474262857373565,0.0200249253911598,SM 33:2;O2_A,"0 (0, 0)",0.432,0.432,,HMDB0240677
Time_235,-0.0111001144489387,0.0172069416144174,0.52346405867952,,,Main,-0.0448257200131969,0.0226254911153194,SM 33:2;O2_A,"0 (0, 0)",0.523,0.523,,HMDB0240677
Time_(joint),,,,0.357657125344339,0.702072742222538,Main,,,SM 33:2;O2_A,"NA (NA, NA)",,,0.702,HMDB0240677
Time_120,0.0192784607908734,0.048109225026468,0.691287331218952,,,Main,-0.0750156202610037,0.113572541842751,PC 28:0,"0 (-0.1, 0.1)",0.691,0.691,,HMDB0007866
Time_235,0.0616630597284863,0.048109225026468,0.20914664749124,,,Main,-0.0326310213233909,0.155957140780363,PC 28:0,"0.1 (0, 0.2)",0.209,0.209,,HMDB0007866
Time_(joint),,,,0.859862112392256,0.432768285872893,Main,,,PC 28:0,"NA (NA, NA)",,,0.433,HMDB0007866
Time_120,-0.0366324773293702,0.029932324059613,0.229946331155921,,,Main,-0.0952998324862116,0.0220348778274713,PC 32:3,"0 (-0.1, 0)",0.23,0.23,,HMDB0007875
Time_235,-0.0698511776911955,0.029932324059613,0.0260574789756226,,,Main,-0.128518532848037,-0.0111838225343541,PC 32:3,"-0.1 (-0.1, 0)",0.026,0.026*,,HMDB0007875
Time_(joint),,,,2.7250986225502,0.0807483956675928,Main,,,PC 32:3,"NA (NA, NA)",,,0.081,HMDB0007875
Time_120,-0.101302357947988,0.0232882245801234,0.0001298196797835,,,Main,-0.14694727812503,-0.0556574377709465,gamma-Tocopherol,"-0.1 (-0.1, -0.1)",1.3e-04,1.3e-04***,,HMDB0001492
Time_235,-0.0674024937116947,0.0232882245801234,0.00679055417400089,,,Main,-0.113047413888737,-0.0217575735346528,gamma-Tocopherol,"-0.1 (-0.1, 0)",6.8e-03,6.8e-03**,,HMDB0001492
Time_(joint),,,,9.80591718253023,0.000476882001545074,Main,,,gamma-Tocopherol,"NA (NA, NA)",,,4.8e-04***,HMDB0001492
Time_120,0.0229256804044858,0.0339255658469577,0.504045128752825,,,Main,-0.0435684286555513,0.089419789464523,MG 24:0,"0 (0, 0.1)",0.504,0.504,,HMDB0011588
Time_235,0.0111928893030312,0.0339255658469577,0.743606853556753,,,Main,-0.055301219757006,0.0776869983630683,MG 24:0,"0 (-0.1, 0.1)",0.744,0.744,,HMDB0011588
Time_(joint),,,,0.228370788857391,0.797114979802233,Main,,,MG 24:0,"NA (NA, NA)",,,0.797,HMDB0011588
Time_120,-0.0230160090745245,0.0154525612483555,0.146156502947089,,,Main,-0.0533030291213013,0.00727101097225226,SM 32:1;O2,"0 (-0.1, 0)",0.146,0.146,,HMDB0012097
Time_235,-0.0167237121691395,0.0154525612483555,0.287224663960223,,,Main,-0.0470107322159163,0.0135633078776372,SM 32:1;O2,"0 (0, 0)",0.287,0.287,,HMDB0012097
Time_(joint),,,,1.18520026679724,0.318747040992485,Main,,,SM 32:1;O2,"NA (NA, NA)",,,0.319,HMDB0012097
Time_120,-0.041131192652877,0.0201843304797514,0.0499105749405328,,,Main,-0.0806924803931897,-0.00156990491256435,PC 34:5,"0 (-0.1, 0)",0.05,0.05*,,HMDB0007916
Time_235,-0.0409208737473156,0.0201843304797514,0.0510230893513215,,,Main,-0.0804821614876283,-0.00135958600700295,PC 34:5,"0 (-0.1, 0)",0.051,0.051,,HMDB0007916
Time_(joint),,,,2.75427727411946,0.0787615763236,Main,,,PC 34:5,"NA (NA, NA)",,,0.079,HMDB0007916
Time_120,-0.00490224237906272,0.0306478433479767,0.873922797000119,,,Main,-0.064972015341097,0.0551675305829716,PC 30:1,"0 (-0.1, 0.1)",0.874,0.874,,HMDB0007870
Time_235,-0.0281335434562325,0.0306478433479767,0.365506402913191,,,Main,-0.0882033164182668,0.0319362295058018,PC 30:1,"0 (-0.1, 0)",0.366,0.366,,HMDB0007870
Time_(joint),,,,0.480938141903292,0.622599622439073,Main,,,PC 30:1,"NA (NA, NA)",,,0.623,HMDB0007870
Time_120,-0.0313216544359255,0.0134891532478102,0.0267554635019796,,,Main,-0.0577603948016336,-0.00488291407021745,SM 34:2;O2,"0 (-0.1, 0)",0.027,0.027*,,HMDB0240613
Time_235,-0.0202575404980041,0.0134891532478102,0.142962183220466,,,Main,-0.0466962808637122,0.00618119986770395,SM 34:2;O2,"0 (0, 0)",0.143,0.143,,HMDB0240613
Time_(joint),,,,2.77323117822409,0.0774988523486332,Main,,,SM 34:2;O2,"NA (NA, NA)",,,0.077,HMDB0240613
Time_120,-0.0415729166127463,0.0124461537935497,0.00213826252403743,,,Main,-0.0659673780481037,-0.0171784551773888,SM 32:0;O2,"0 (-0.1, 0)",2.1e-03,2.1e-03**,,HMDB0012085
Time_235,-0.0342760584441091,0.0124461537935497,0.00962716305058242,,,Main,-0.0586705198794665,-0.00988159700875162,SM 32:0;O2,"0 (-0.1, 0)",9.6e-03,9.6e-03**,,HMDB0012085
Time_(joint),,,,6.36167635685143,0.00471900025359241,Main,,,SM 32:0;O2,"NA (NA, NA)",,,4.7e-03**,HMDB0012085
Time_120,-0.0481423048205487,0.0153241258914885,0.00360638788689105,,,Main,-0.0781775915678663,-0.0181070180732312,alpha-Tocopherol,"0 (-0.1, 0)",3.6e-03,3.6e-03**,,HMDB0001893
Time_235,-0.0389730983867541,0.0153241258914885,0.0160161101948012,,,Main,-0.0690083851340717,-0.0089378116394366,alpha-Tocopherol,"0 (-0.1, 0)",0.016,0.016*,,HMDB0001893
Time_(joint),,,,5.56527093300851,0.00843026103695662,Main,,,alpha-Tocopherol,"NA (NA, NA)",,,8.4e-03**,HMDB0001893
Time_120,-0.0365232785309001,0.0391998942281471,0.358458565071488,,,Main,-0.113355071218068,0.0403085141562683,PC 29:0,"0 (-0.1, 0)",0.358,0.358,,HMDB0007932
Time_235,0.00145142328827983,0.0391998942281471,0.970694134138262,,,Main,-0.0753803693988885,0.0782832159754482,PC 29:0,"0 (-0.1, 0.1)",0.971,0.971,,HMDB0007932
Time_(joint),,,,0.602645918972715,0.553455653498132,Main,,,PC 29:0,"NA (NA, NA)",,,0.553,HMDB0007932
Time_120,-0.00714171596216191,0.0323729797396982,0.826799715695208,,,Main,-0.0705927562519704,0.0563093243276465,Citric and or Isocitric acid,"0 (-0.1, 0.1)",0.827,0.827,,HMDB0000094
Time_235,0.0163045388143008,0.0323729797396982,0.617959555205487,,,Main,-0.0471465014755077,0.0797555791041092,Citric and or Isocitric acid,"0 (0, 0.1)",0.618,0.618,,HMDB0000094
Time_(joint),,,,0.275623676302011,0.760882313750866,Main,,,Citric and or Isocitric acid,"NA (NA, NA)",,,0.761,HMDB0000094
Time_120,0.0135025846557921,0.0226637505358639,0.555513793567458,,,Main,-0.0309183663945011,0.0579235357060853,LPC 26:0/0:0,"0 (0, 0.1)",0.556,0.556,,HMDB0029205
Time_235,-0.027155782304849,0.0226637505358639,0.23963715355542,,,Main,-0.0715767333551422,0.0172651687454442,LPC 26:0/0:0,"0 (-0.1, 0)",0.24,0.24,,HMDB0029205
Time_(joint),,,,1.66967208987871,0.2042978899918,Main,,,LPC 26:0/0:0,"NA (NA, NA)",,,0.204,HMDB0029205
Time_120,-0.0103169357684175,0.0154118617519812,0.508032157126416,,,Main,-0.0405241848023006,0.0198903132654656,Hex2Cer 34:1;O2,"0 (0, 0)",0.508,0.508,,HMDB0006750
Time_235,-0.00405604145696325,0.0154118617519812,0.794101669010901,,,Main,-0.0342632904908463,0.0261512075769199,Hex2Cer 34:1;O2,"0 (0, 0)",0.794,0.794,,HMDB0006750
Time_(joint),,,,0.227469535356464,0.797823607341102,Main,,,Hex2Cer 34:1;O2,"NA (NA, NA)",,,0.798,HMDB0006750
Time_120,-0.0111843653224606,0.0166672633463097,0.507011520951609,,,Main,-0.0438522014812276,0.0214834708363064,PC 34:4,"0 (0, 0)",0.507,0.507,,HMDB0007883
Time_235,-0.0229709825318444,0.0166672633463097,0.177699545678724,,,Main,-0.0556388186906114,0.00969685362692262,PC 34:4,"0 (-0.1, 0)",0.178,0.178,,HMDB0007883
Time_(joint),,,,0.949948474654566,0.397397933806084,Main,,,PC 34:4,"NA (NA, NA)",,,0.397,HMDB0007883
Time_120,1.13549042206556,0.114384025947154,2.71139472870209e-11,,,Main,0.911297731209135,1.35968311292198,DG 30:2,"1.1 (0.9, 1.4)",2.7e-11,2.7e-11***,,HMDB0007041
Time_235,1.46182410954815,0.114384025947154,4.09768005577391e-14,,,Main,1.23763141869173,1.68601680040457,DG 30:2,"1.5 (1.2, 1.7)",4.1e-14,4.1e-14***,,HMDB0007041
Time_(joint),,,,90.0041131476813,7.25698539122101e-14,Main,,,DG 30:2,"NA (NA, NA)",,,7.3e-14***,HMDB0007041
Time_120,-0.0211785649348951,0.0215756816463907,0.333663374255644,,,Main,-0.0634669009618208,0.0211097710920306,HexCer 34:1;O2,"0 (-0.1, 0)",0.334,0.334,,HMDB0004971
Time_235,-0.00476504577267222,0.0215756816463907,0.826610325373306,,,Main,-0.0470533817995979,0.0375232902542535,HexCer 34:1;O2,"0 (0, 0)",0.827,0.827,,HMDB0004971
Time_(joint),,,,0.530343654587451,0.593484805909353,Main,,,HexCer 34:1;O2,"NA (NA, NA)",,,0.593,HMDB0004971
Time_120,0.0108585782934313,0.0233623287531202,0.645229013754276,,,Main,-0.0349315860626843,0.0566487426495468,PC 31:1,"0 (0, 0.1)",0.645,0.645,,HMDB0007936
Time_235,-0.0215554386735605,0.0233623287531202,0.363090325262213,,,Main,-0.0673456030296761,0.024234725682555,PC 31:1,"0 (-0.1, 0)",0.363,0.363,,HMDB0007936
Time_(joint),,,,0.997446517878254,0.37999754317374,Main,,,PC 31:1,"NA (NA, NA)",,,0.38,HMDB0007936
Time_120,0.00766343852916591,0.0164969469237743,0.645408477634898,,,Main,-0.0246705774414318,0.0399974544997636,PC 40:10,"0 (0, 0)",0.645,0.645,,HMDB0008511
Time_235,-0.0020364369142935,0.0164969469237743,0.902528202394378,,,Main,-0.0343704528848912,0.0302975790563042,PC 40:10,"0 (0, 0)",0.903,0.903,,HMDB0008511
Time_(joint),,,,0.192251058947486,0.826045672102796,Main,,,PC 40:10,"NA (NA, NA)",,,0.826,HMDB0008511
Time_120,-0.0329878414514308,0.0216386729002032,0.137210717854568,,,Main,-0.0753996403358291,0.00942395743296758,PC 30:0,"0 (-0.1, 0)",0.137,0.137,,HMDB0007869
Time_235,-0.023876312402335,0.0216386729002032,0.278078407159508,,,Main,-0.0662881112867333,0.0185354864820634,PC 30:0,"0 (-0.1, 0)",0.278,0.278,,HMDB0007869
Time_(joint),,,,1.23962432155852,0.303022558057941,Main,,,PC 30:0,"NA (NA, NA)",,,0.303,HMDB0007869
Time_120,0.0128760438805709,0.0157452539767424,0.419534485000667,,,Main,-0.0179846539138442,0.043736741674986,PC 34:3,"0 (0, 0)",0.42,0.42,,HMDB0008006
Time_235,0.0379667734591252,0.0157452539767424,0.0218096010998557,,,Main,0.00710607566471014,0.0688274712535403,PC 34:3,"0 (0, 0.1)",0.022,0.022*,,HMDB0008006
Time_(joint),,,,3.00752400781928,0.0635493275077909,Main,,,PC 34:3,"NA (NA, NA)",,,0.064,HMDB0008006
Time_120,0.00177899901301499,0.0144230298456667,0.902605907611276,,,Main,-0.0264901394844918,0.0300481375105218,PC 33:2,"0 (0, 0)",0.903,0.903,,HMDB0007940
Time_235,0.0262177678975238,0.0144230298456667,0.0784726692179436,,,Main,-0.00205137059998296,0.0544869063950307,PC 33:2,"0 (0, 0.1)",0.078,0.078,,HMDB0007940
Time_(joint),,,,2.06352939415687,0.143574714118914,Main,,,PC 33:2,"NA (NA, NA)",,,0.144,HMDB0007940
Time_120,1.02395746979277,0.155707032746252,2.06957326551994e-07,,,Main,0.718771685610113,1.32914325397542,Oxalic acid,"1 (0.7, 1.3)",2.1e-07,2.1e-07***,,HMDB0002329
Time_235,0.508958286038537,0.155707032746252,0.00258472387920629,,,Main,0.203772501855883,0.81414407022119,Oxalic acid,"0.5 (0.2, 0.8)",2.6e-03,2.6e-03**,,HMDB0002329
Time_(joint),,,,21.6233223551659,1.14447268466798e-06,Main,,,Oxalic acid,"NA (NA, NA)",,,1.1e-06***,HMDB0002329
Time_120,0.0125216677061234,0.017585613457889,0.481599162099648,,,Main,-0.0219461346713391,0.0469894700835858,PC 35:4,"0 (0, 0)",0.482,0.482,,HMDB0008428
Time_235,0.0307116631532154,0.017585613457889,0.090334343520491,,,Main,-0.00375613922424705,0.0651794655306779,PC 35:4,"0 (0, 0.1)",0.09,0.09,,HMDB0008428
Time_(joint),,,,1.54228700067766,0.229371962239825,Main,,,PC 35:4,"NA (NA, NA)",,,0.229,HMDB0008428
Time_120,-0.0334787176776729,0.0167481125954881,0.0541668184204995,,,Main,-0.0663050183648296,-0.000652416990516089,PC 36:4_A,"0 (-0.1, 0)",0.054,0.054,,HMDB0007983
Time_235,0.0345821371283026,0.0167481125954881,0.0471204059818222,,,Main,0.00175583644114589,0.0674084378154594,PC 36:4_A,"0 (0, 0.1)",0.047,0.047*,,HMDB0007983
Time_(joint),,,,8.25792828396086,0.00128309966300511,Main,,,PC 36:4_A,"NA (NA, NA)",,,1.3e-03**,HMDB0007983
Time_120,0.0172928033720524,0.0206718700543924,0.409056073391696,,,Main,-0.0232240619345567,0.0578096686786615,PC 32:1,"0 (0, 0.1)",0.409,0.409,,HMDB0007873
Time_235,0.00102755805197754,0.0206718700543924,0.960664028053108,,,Main,-0.0394893072546315,0.0415444233585866,PC 32:1,"0 (0, 0)",0.961,0.961,,HMDB0007873
Time_(joint),,,,0.440455959312246,0.647586807931938,Main,,,PC 32:1,"NA (NA, NA)",,,0.648,HMDB0007873
Time_120,0.0385058676351208,0.0259918080572187,0.148264355517738,,,Main,-0.0124380761570279,0.0894498114272694,N-Acetylmethionine,"0 (0, 0.1)",0.148,0.148,,HMDB0011745
Time_235,-0.123878215998191,0.0259918080572187,3.91768294857127e-05,,,Main,-0.17482215979034,-0.0729342722060427,N-Acetylmethionine,"-0.1 (-0.2, -0.1)",3.9e-05,3.9e-05***,,HMDB0011745
Time_(joint),,,,21.3137763118859,1.30620834934377e-06,Main,,,N-Acetylmethionine,"NA (NA, NA)",,,1.3e-06***,HMDB0011745
Time_120,0.122025857355824,0.0855297177262467,0.163349149899111,,,Main,-0.0456123893876195,0.289664104099268,2-Isopropylmalic acid,"0.1 (0, 0.3)",0.163,0.163,,HMDB0000402
Time_235,0.229456255786218,0.0855297177262467,0.0114575582666616,,,Main,0.0618180090427749,0.397094502529662,2-Isopropylmalic acid,"0.2 (0.1, 0.4)",0.011,0.011*,,HMDB0000402
Time_(joint),,,,3.60347131424751,0.0387785903608384,Main,,,2-Isopropylmalic acid,"NA (NA, NA)",,,0.039*,HMDB0000402
Time_120,-0.0336996008561053,0.0218863616827262,0.133451789675696,,,Main,-0.0765968697542487,0.00919766804203817,Cer 34:1;O2,"0 (-0.1, 0)",0.133,0.133,,HMDB0004949
Time_235,-0.0175024585637228,0.0218863616827262,0.429782991398469,,,Main,-0.0603997274618662,0.0253948103344206,Cer 34:1;O2,"0 (-0.1, 0)",0.43,0.43,,HMDB0004949
Time_(joint),,,,1.18601317368579,0.318505896425764,Main,,,Cer 34:1;O2,"NA (NA, NA)",,,0.319,HMDB0004949
Time_120,0.142027571402548,0.106364105210323,0.191200996211411,,,Main,-0.0664460748096845,0.350501217614781,Tartaric acid,"0.1 (-0.1, 0.4)",0.191,0.191,,HMDB0000956
Time_235,0.0530160513753532,0.106364105210323,0.62158327974537,,,Main,-0.15545759483688,0.261489697587586,Tartaric acid,"0.1 (-0.2, 0.3)",0.622,0.622,,HMDB0000956
Time_(joint),,,,0.910595521609797,0.412455682734067,Main,,,Tartaric acid,"NA (NA, NA)",,,0.412,HMDB0000956
Time_120,-0.0197766168919018,0.0178960260076819,0.277362955469105,,,Main,-0.0548528278669583,0.0152995940831547,SM 36:2;O2,"0 (-0.1, 0)",0.277,0.277,,HMDB0012101
Time_235,-0.0183886002391643,0.0178960260076819,0.311878405036286,,,Main,-0.0534648112142208,0.0166876107358922,SM 36:2;O2,"0 (-0.1, 0)",0.312,0.312,,HMDB0012101
Time_(joint),,,,0.761010947688235,0.475462606135698,Main,,,SM 36:2;O2,"NA (NA, NA)",,,0.475,HMDB0012101
Time_120,0.830904081691155,0.201728473211264,0.000250460440265783,,,Main,0.435516274197078,1.22629188918523,DG 30:1,"0.8 (0.4, 1.2)",2.5e-04,2.5e-04***,,HMDB0007012
Time_235,1.04705237151359,0.201728473211264,1.14205680365447e-05,,,Main,0.651664564019511,1.44244017900767,DG 30:1,"1 (0.7, 1.4)",1.1e-05,1.1e-05***,,HMDB0007012
Time_(joint),,,,15.0179663165334,2.5125030346123e-05,Main,,,DG 30:1,"NA (NA, NA)",,,2.5e-05***,HMDB0007012
